satellite_id,type,t,x,y,z,azimuth_deg,elevation_deg,mask_angle_deg,visible,visibility_reason,true_range_m,pseudorange_m,cn0_db_hz,doppler_hz,is_spoofed,attack_type,pr_delta,pr_roll_mean,pr_roll_std,pr_zscore,cn0_delta,cn0_roll_slope,residual_m,constellation_median_residual,spatial_deviation,temporal_prob
IRNSS-1B,GSO,24510.0,20383063.34386114,31044516.98906919,19964257.80327278,257.4654480828628,68.00756124111665,24.72666078122741,True,visible,36183945.94696492,36183948.56995214,49.081213575438966,39.57331138634139,False,none,-1.9246799275279045,2.2393342899158597,2.2818835012847503,0.16812993654991404,-0.9734220150446973,-0.0025093205360424363,2.6229872182011604,2.5100639052689075,0.11292331293225288,0.008283350260218625
IRNSS-1D,GSO,24510.0,6868056.597456133,36755390.70261126,19485223.85995442,166.06667582241565,82.00849695630393,8.512312897162802,True,visible,35839405.123227835,35839407.185523696,51.69480802108907,36.707545136562416,False,none,-1.5512173548340797,2.1923923566937447,0.8726355483520211,-0.14908456960893698,1.4326603065550074,0.006233591265968634,2.062295861542225,2.5100639052689075,0.44776804372668266,0.028381687876299945
IRNSS-1G,GSO,24510.0,800767.9957482498,39361609.50093351,15093884.99071746,140.02072716102518,70.6445128168762,6.009246251244476,True,visible,36092105.00384146,36092108.91652701,48.82466140859303,-172.162775699181,False,none,4.114353634417057,2.503032016567886,1.838881142931739,0.7665821902627143,-0.9054984908637209,0.00043205508430555774,3.912685550749302,2.5100639052689075,1.4026216454803944,0.0
IRNSS-1I,GSO,24510.0,39346570.02448745,14504015.521352476,4391338.869236964,255.6226541747133,22.123457737123214,24.844488048103205,False,terrain_blocked,39343260.29211947,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24540.0,5138032.800576507,41849773.17668758,0.0,170.39316522967925,49.90321583671923,9.182794843115001,True,visible,37075924.21185066,37075926.54547683,48.306240776370956,-0.9030147287269479,False,none,-1.5624497160315514,3.2389399502426386,2.426949217341394,-0.3730254305847094,0.014549808327721792,0.0014204757424771627,2.3336261734366417,2.679010972380638,0.34538479894399643,0.012155438685219367
IRNSS-1E,GEO,24540.0,-15624620.051842377,39162151.93570911,0.0,129.5586220160821,36.212395025447115,5.556533942823148,True,visible,38073647.24097574,38073650.05696297,46.75632013742326,2.377941575413783,False,none,1.2079203426837921,2.9837183486670256,2.2648220520485216,-0.07405929272371951,-0.05541583769058889,0.0015319721467424061,2.815987229347229,2.679010972380638,0.13697625696659088,0.00911952749025139
IRNSS-1F,GEO,24540.0,35560504.551851615,22655096.82207825,0.0,240.78444648220116,28.101192749889663,24.58497685792882,True,visible,38776607.833096854,38776610.37513157,47.32938181509344,-0.17748217420790655,False,none,0.14489412307739258,0.30671123787760735,2.101962121861052,1.0634461269726934,0.7864311496493457,0.007080248531825851,2.5420347154140472,2.679010972380638,0.13697625696659088,0.011015687062078814
IRNSS-1B,GSO,24540.0,20377269.058566906,31054526.360717483,19954603.334225275,257.4055179413258,68.01564638271562,24.731002191435593,True,visible,36183650.398422845,36183653.98159939,49.76564344140179,38.36492915893363,False,none,0.9601893275976181,2.0588110694661736,2.0778095918664405,0.733640600322433,0.6844298659628265,0.0004302559830362113,3.5831765457987785,2.679010972380638,0.9041655734181404,0.008242001416238655
IRNSS-1D,GSO,24540.0,6857734.630548943,36750173.69550319,19498694.95856877,165.92409696983492,82.02883332015578,8.491599911930434,True,visible,35839145.18835449,35839148.42237502,50.08155865426263,33.785784286714936,False,none,1.1717246696352959,2.4083142690360546,0.8922052582026939,0.9254667068481676,-1.6132493668264374,0.001107197297134432,3.2340205311775208,2.679010972380638,0.5550095587968826,0.0
IRNSS-1G,GSO,24540.0,800754.3746150592,39373174.5728303,15063691.861192724,140.1077641086265,70.60213275800818,6.014026397581261,True,visible,36093431.23240763,36093430.46947161,48.96588033778949,-172.9521518922086,False,none,-4.675621569156647,2.2064254004508257,2.165821379650542,-1.3710093762844289,0.14121892919646228,-0.002286877561253175,-0.7629360184073448,2.679010972380638,3.441946990787983,0.01098133840507122
IRNSS-1I,GSO,24540.0,39345927.23547404,14492468.854789602,4435003.097376049,255.6881784233833,22.148580194279816,24.84085691838127,False,terrain_blocked,39340840.34649919,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24570.0,5138032.230655875,41849773.246658586,0.0,170.39316386518496,49.90321571475607,9.18279461874561,True,visible,37075924.2195893,37075922.95171324,47.599924255789944,2.5220578797887434,False,none,-3.6015022322535515,3.0230755573138595,2.7630557554115636,-1.5529732281828754,-0.7063165205810122,-0.0007851832011460757,-1.2678760588169098,1.9396963715553284,3.207572430372238,0.00944849583001875
IRNSS-1E,GEO,24570.0,-15624620.585162308,39162151.722929135,0.0,129.55862119140897,36.21239447827628,5.556533915525567,True,visible,38073647.28576009,38073652.555164404,47.00674341346676,2.8064739962661367,False,none,2.453417085111141,3.4518165988847613,2.306772393768473,0.7879354376199619,0.2504232760434988,0.0008575567030852134,5.26940431445837,1.9396963715553284,3.329707942903042,0.008862472826103342
IRNSS-1F,GEO,24570.0,35560504.24332887,22655097.306350056,0.0,240.78444581700506,28.1011933571898,24.584976798640493,True,visible,38776607.77766757,38776605.68465288,47.016728161659216,-2.4950884884753313,False,none,-4.635049402713776,0.2790944753214717,2.1358558855892347,-1.1106129297514793,-0.312653653434225,0.005848312908649258,-2.0930146872997284,1.9396963715553284,4.032711058855057,0.009359417510099726
IRNSS-1B,GSO,24570.0,20371518.621068075,31064560.986189593,19944853.366389625,257.3451743274637,68.02360967972876,24.735339152923174,True,visible,36183359.268205516,36183361.37860668,49.12064098323539,39.33820152120266,False,none,-1.4727753847837448,2.0398010099306703,2.0763751958917527,0.034001634783564445,-0.6450024581664024,0.0015997940997494547,2.1104011610150337,1.9396963715553284,0.17070478945970535,0.00911952749025139
IRNSS-1D,GSO,24570.0,6847389.936288146,36745001.897378504,19512072.740282368,165.78071648273996,82.04895182898181,8.470858512385732,True,visible,35838888.735907815,35838891.81282158,49.767248715702095,29.195318619849903,False,none,-0.15710676461458206,2.5266092624515295,0.9126207424019674,0.6029936407790142,-0.3143099385605339,-0.001963406789396463,3.0769137665629387,1.9396963715553284,1.1372173950076103,0.0
IRNSS-1G,GSO,24570.0,800791.3536985097,39384739.59128235,15033426.63981562,140.1948113742616,70.55966972682292,6.018825943018502,True,visible,36094762.94076674,36094764.70975832,50.2301199836502,-176.55950334204945,False,none,2.531927600502968,2.215476369485259,2.1635364666553825,-0.20636804337292183,1.2642396458607053,0.000283712797834646,1.768991582095623,1.9396963715553284,0.17070478945970535,0.008903683184305488
IRNSS-1I,GSO,24570.0,39345233.93065573,14480925.110252835,4478646.1004667515,255.75369477720812,22.17367936451016,24.83718483900608,False,terrain_blocked,39338423.25107214,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24600.0,5138031.660735246,41849773.31662959,0.0,170.3931625006907,49.90321559279291,9.182794394376232,True,visible,37075924.22732794,37075924.15752549,47.92901818579386,1.1810946814515901,False,none,1.1980736032128334,2.6367994053289294,2.971616993878827,-0.9108178700378547,0.3290939300039142,-0.00037032721738090613,-0.06980245560407639,2.305091515183449,2.374893970787525,0.009148964800311792
IRNSS-1E,GEO,24600.0,-15624621.11848224,39162151.51014917,0.0,129.55862036673594,36.21239393110546,5.556533888227989,True,visible,38073647.33054446,38073650.688771985,47.69964724624971,0.8758805770283914,False,none,-1.911176785826683,3.104444796219468,2.038224690144561,0.12451165646228116,0.6929038327829531,0.0025053335863556513,3.358227528631687,2.305091515183449,1.0531360134482384,0.010356853699807638
IRNSS-1F,GEO,24600.0,35560503.934806116,22655097.790621854,0.0,240.78444515180897,28.101193964489937,24.584976739352168,True,visible,38776607.72223829,38776608.469072394,46.66946081869832,2.778457786809716,False,none,2.839848794043064,0.3969090059399605,2.1319169097014137,0.1641363691103628,-0.34726734296089745,0.00251304028165187,0.7468341067433357,2.305091515183449,1.558257408440113,0.010163457354935974
IRNSS-1B,GSO,24600.0,20365812.14143724,31074620.673397925,19935007.946427252,257.2844183908361,68.03145046077692,24.7396708510596,True,visible,36183072.57577433,36183075.86967017,49.20326102499322,39.21063648983943,False,none,1.1834946796298027,2.567249573767185,1.7209765856002799,0.42222902563441655,0.08262004175782778,0.0015881112857576854,3.2938958406448364,2.305091515183449,0.9888043254613876,0.0
IRNSS-1D,GSO,24600.0,6837022.712692727,36739875.40724276,19525357.141071793,165.6365414451081,82.06885190740245,8.450091092127948,True,visible,35838635.75178004,35838639.54671789,51.12894020713219,34.860464930851116,False,none,0.7180240824818611,2.6103354478254914,1.0017476178795646,1.1825357805460013,1.3616914914300935,-0.0016880931155451233,3.7949378490448,2.305091515183449,1.489846333861351,0.0
IRNSS-1G,GSO,24600.0,800878.9322804501,39396304.33490063,15003089.47142951,140.28186752141366,70.51712371952598,6.0236448677283505,True,visible,36096100.14570553,36096101.46199272,49.534701884875865,-173.33186433454148,False,none,-0.45270439237356186,1.7129087671637535,1.7651929019036279,-0.22469021771726239,-0.6954180987743328,-0.0002802560616223668,1.3162871897220612,2.305091515183449,0.9888043254613876,0.006942181246426529
IRNSS-1I,GSO,24600.0,39344490.12330067,14469384.508734427,4522267.669642285,255.8192028388147,22.19875533571627,24.833471870807816,False,terrain_blocked,39336008.995890506,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24630.0,5138031.090814612,41849773.386600584,0.0,170.39316113619643,49.90321547082973,9.182794170006863,True,visible,37075924.23506659,37075929.228115186,48.88852720907563,2.339120537631362,False,none,5.062851049005985,3.24303833860904,2.8836213946332494,0.6068793420834785,0.9595090232817753,0.0016496468847810326,4.993048593401909,2.648399867117405,2.344648726284504,0.008786203965640844
IRNSS-1E,GEO,24630.0,-15624621.651802171,39162151.29736919,0.0,129.5586195420629,36.212393383934604,5.556533860930412,True,visible,38073647.37532881,38073652.64021654,47.31066585508294,-4.517995862491035,False,none,1.9066601991653442,3.4122478058561683,2.167912054061934,0.8545733755525934,-0.388981391166773,0.0021600297576360597,5.264887727797031,2.648399867117405,2.6164878606796265,0.008862472826103342
IRNSS-1F,GEO,24630.0,35560503.62628334,22655098.27489365,0.0,240.7844444866128,28.101194571790078,24.584976680063832,True,visible,38776607.66680899,38776609.98346319,47.203342273275766,-0.6672513636016075,False,none,1.5698200911283493,0.9077487392351031,2.0254622447520663,0.6955969988021395,0.5338814545774468,0.0018465197486604052,2.316654197871685,2.648399867117405,0.3317456692457199,0.008242001416238655
IRNSS-1B,GSO,24630.0,20360149.728905477,31084705.22977511,19925067.121456396,257.2232513030564,68.03916805417289,24.74399646669451,True,visible,36182790.340639584,36182793.32078512,49.049338719056266,34.578325145767145,False,none,-0.3137503042817116,2.930848518386483,1.3946672708701517,0.03534679489960683,-0.1539223059369519,-0.0014355320617405961,2.980145536363125,2.648399867117405,0.3317456692457199,0.0032720588235294118
IRNSS-1D,GSO,24630.0,6826633.158212949,36734794.32323416,19538548.097360533,165.491579169484,82.08853298719374,8.429300062505863,True,visible,35838386.22192882,35838388.44250891,50.41622673541824,34.30357290438051,False,none,-1.5743577554821968,2.594142378307879,1.0075847984310775,-0.3707502190653872,-0.7127134717139469,-0.0019644390590452545,2.220580093562603,2.648399867117405,0.42781977355480194,0.0
IRNSS-1G,GSO,24630.0,801017.1086740876,39407868.582301356,14972680.501222096,140.36893112359724,70.4744947335201,6.028483151266767,True,visible,36097442.86400155,36097444.01382871,49.42682351208169,-178.4183550788003,False,none,-0.16646002978086472,1.4232527082785964,1.6204098386809465,-0.16873851405393533,-0.10787837279417545,-0.00046429060120320513,1.1498271599411964,2.648399867117405,1.4985727071762085,0.006211249043036699
IRNSS-1I,GSO,24630.0,39343695.82764383,14457847.271166459,4565867.596138439,255.88470221076807,22.223808196211927,24.8297180758625,False,terrain_blocked,39333597.570974074,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24660.0,5138030.520893968,41849773.456571564,0.0,170.39315977170216,49.90321534886653,9.182793945637501,True,visible,37075924.242805235,37075925.207950816,47.5885989741411,-2.0230198572631757,False,none,-4.027903012931347,2.9473328329622746,2.992573369282008,-0.6623688070068231,-1.2999282349345336,-0.0009334424281449156,0.965145580470562,1.739756852388382,0.77461127191782,0.006384716095648577
IRNSS-1E,GEO,24660.0,-15624622.185122104,39162151.08458919,0.0,129.55861871738983,36.21239283676376,5.556533833632836,True,visible,38073647.42011316,38073648.40166645,47.15338296471018,-1.275871172292779,False,none,-4.283334441483021,2.742646796628833,1.9514869766914587,-0.902436722022389,-0.15728289037275545,0.0019007650230735628,0.9815532863140106,1.739756852388382,0.7582035660743713,0.007728359560943796
IRNSS-1F,GEO,24660.0,35560503.31776057,22655098.759165447,0.0,240.78444382141672,28.101195179090215,24.584976620775493,True,visible,38776607.611379705,38776609.23486386,45.806219488719336,-1.93693494516388,False,none,-0.693170040845871,0.7146166870370507,1.8446903992309505,0.4926937714684639,-1.39712278455643,-0.0015915651279893674,1.623484157025814,1.739756852388382,0.1162726953625679,0.0035404624277456647
IRNSS-1B,GSO,24660.0,20354531.49186028,31094814.46227771,19915030.93905187,257.16167425784937,68.04676178797051,24.748315176264278,True,visible,36182512.58236003,36182515.023927264,49.808400419101794,38.89320766831649,False,none,-0.5385783016681671,2.709558092057705,1.2995740618897187,-0.2062143784041519,0.7590617000455282,0.0011813238344290779,2.4415672346949577,1.739756852388382,0.7018103823065758,0.015658909638748348
IRNSS-1D,GSO,24660.0,6816221.471726552,36729758.74262175,19551645.54601927,165.34583719788236,82.10799450750744,8.408487851700434,True,visible,35838140.13237763,35838142.22008949,50.58457697885924,32.27651392321163,False,none,-0.1328682377934456,2.6152746388688684,0.9930619545232298,-0.5312486101161679,0.16835024344099736,0.0004069846559133458,2.0877118557691574,1.739756852388382,0.34795500338077545,0.0007192982456140351
IRNSS-1G,GSO,24660.0,801205.8802240323,39419432.11211029,14942199.874724694,140.45600076431936,70.43178276740885,6.033340772572672,True,visible,36098791.11242263,36098792.96845218,50.18298448200103,-176.18135180385156,False,none,0.7062023878097534,1.224003441631794,1.421367016653028,0.4446607376660695,0.7561609699193426,0.0005273821025884649,1.8560295477509499,1.739756852388382,0.1162726953625679,0.0
IRNSS-1I,GSO,24660.0,39342851.05888659,14446313.618416626,4609445.671294583,255.95019249557367,22.248838034718418,24.825923517489752,False,terrain_blocked,39331188.96631066,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24690.0,5138029.950973334,41849773.526542544,0.0,170.3931584072079,49.903215226903306,9.182793721268148,True,visible,37075924.250543885,37075925.39157977,47.11131149741378,-0.7437855531828015,False,none,0.17589030414819717,2.139405829831958,2.361611127589903,-0.42274950924374494,-0.4772874767273194,-0.002952707819121724,1.1410358846187592,1.0490835271775723,0.0919523574411869,0.00986917138391804
IRNSS-1E,GEO,24690.0,-15624622.718442023,39162150.87180919,0.0,129.5586178927168,36.212392289592906,5.556533806335262,True,visible,38073647.46489752,38073648.10069137,46.48670530604576,2.643453238204179,False,none,-0.34575943648815155,2.856533393263817,1.7681783061963185,-1.2559477376550234,-0.6666776586644261,-0.00134361751120795,0.6357938498258591,1.0490835271775723,0.4132896773517132,0.0057570837134374294
IRNSS-1F,GEO,24690.0,35560503.00923778,22655099.243437234,0.0,240.78444315622062,28.101195786390356,24.584976561487156,True,visible,38776607.55595041,38776609.246593826,46.588135287412605,1.0965726790844232,False,none,0.0671592578291893,0.9464617036283016,1.8350016569033005,0.40554825028472336,0.7819157986932694,-0.0025827484830455764,1.6906434148550034,1.0490835271775723,0.6415598876774311,0.003125
IRNSS-1B,GSO,24690.0,20348957.53784351,31104948.17738991,19904899.447244868,257.09968847110713,68.05423099001432,24.752626151900525,True,visible,36182239.320542425,36182240.20494199,49.140213403053004,35.038278141898,False,none,-1.5571676716208458,2.8080300306901336,1.085518624143008,-1.7720842598483133,-0.6681870160487904,-0.0019171885789599035,0.8843995630741119,1.0490835271775723,0.1646839641034603,0.0030952380952380953
IRNSS-1D,GSO,24690.0,6805787.852534971,36724768.76180344,19564649.424366213,165.1993233025835,82.12723591509193,8.387656903784622,True,visible,35837897.46921611,35837898.6556503,51.56002852355502,30.165638169444538,False,none,-0.9012776613235474,2.659550921060145,0.9063140747962057,-1.6253931915884465,0.9754515446957797,0.0023411532487676266,1.18643419444561,1.0490835271775723,0.1373506672680378,0.007536764705882353
IRNSS-1G,GSO,24690.0,801445.2433063779,39430994.70296687,14911647.737811558,140.54307503704038,70.3889878210001,6.038217709967157,True,visible,36100144.907726206,36100145.864857376,49.53993474919553,-178.1876616539647,False,none,-0.8988983780145645,1.2495435122400522,1.4135047188077177,-0.20687043956267429,-0.6430497328055012,0.002439464579092695,0.9571311697363853,1.0490835271775723,0.0919523574411869,0.0010246417570644168
IRNSS-1I,GSO,24690.0,39341955.833196655,14434783.771283966,4653001.686554658,256.0156732956799,22.27384494036007,24.82208826025045,False,terrain_blocked,39328783.17185669,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24720.0,5138029.381052696,41849773.5965135,0.0,170.39315704271365,49.903215104940074,9.182793496898807,True,visible,37075924.25828252,37075926.43634848,47.23871613666863,-2.485929243773588,False,none,1.037030078470707,1.771164946258068,2.037132889959311,0.19974200938826595,0.12740463925484846,-0.004928546442886136,2.178065963089466,2.3572767339646816,0.17921077087521553,0.00911952749025139
IRNSS-1E,GEO,24720.0,-15624623.25176195,39162150.659029186,0.0,129.5586170680438,36.21239174242204,5.556533779037689,True,visible,38073647.50968188,38073650.046169385,46.63187342247441,3.240250362474022,False,none,1.900693655014038,2.80880104098469,1.7714224780544372,-0.15372591209516345,0.1451681164286569,-0.0010143550646032258,2.536487504839897,2.3572767339646816,0.17921077087521553,0.002310126582278481
IRNSS-1F,GEO,24720.0,35560502.700715,22655099.727709018,0.0,240.78444249102444,28.10119639369048,24.584976502198803,True,visible,38776607.50052113,38776612.89737171,46.699428839677445,0.2287627622489323,False,none,3.706207163631916,1.8275783844292164,2.084405087155572,1.7123697385177732,0.11129355226483995,-0.002265289675798695,5.396850578486919,2.3572767339646816,3.0395738445222378,0.006552346243824861
IRNSS-1B,GSO,24720.0,20343427.973549325,31115106.181127254,19894672.69452271,257.0372951809411,68.06157498798942,24.756928561540846,True,visible,36181970.5748411,36181973.61844119,49.835671337365405,36.369681654866696,False,none,2.1592005267739296,2.6200216487050056,0.8447174955236862,0.5014439068536596,0.695457934312401,0.0016124643426204028,3.0436000898480415,2.3572767339646816,0.6863233558833599,0.0032142857142857147
IRNSS-1D,GSO,24720.0,6795332.500359481,36719824.47630426,19577559.67016736,165.05204548681812,82.14625666451366,8.366809677760921,True,visible,35837658.218600474,35837660.07567108,49.744128588911565,28.97526784312605,False,none,0.6706364080309868,2.4399955943226814,0.8534075131122163,-0.6830558471652858,-1.8158999346434541,-0.0017948949845331156,1.8570706024765968,2.3572767339646816,0.5002061314880848,0.005576923076923077
IRNSS-1G,GSO,24720.0,801735.1933286972,39442556.13352854,14881024.236699179,140.63015254513468,70.34610989530958,6.043113941152738,True,visible,36101504.26665883,36101504.98831194,49.015102438334914,-179.0334119389913,False,none,-0.23547805845737457,1.364958661608398,1.312144213347079,-0.4902704624885806,-0.5248323108606172,0.0015690771378895525,0.7216531112790108,2.3572767339646816,1.6356236226856709,0.0071936572199730086
IRNSS-1I,GSO,24720.0,39341010.167707555,14423257.950494714,4696535.433468185,256.08114421348023,22.298829002660103,24.818212369944355,False,terrain_blocked,39326380.177537516,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24750.0,5138028.8111320585,41849773.66648447,0.0,170.39315567821944,49.90321498297682,9.18279327252948,True,visible,37075924.26602118,37075924.70198338,48.184193677969056,-1.41139468964119,False,none,-1.7421037629246712,1.3386507350951433,1.883019778107783,-0.4793834591782386,0.945477541300427,-0.002545007374799465,0.4359622001647949,2.64286632463336,2.206904124468565,0.00987309474012908
IRNSS-1E,GEO,24750.0,-15624623.785081863,39162150.44624917,0.0,129.55861624337078,36.21239119525118,5.556533751740118,True,visible,38073647.55446623,38073649.96689621,46.564022643762634,2.719437372095991,False,none,-0.12405752390623093,2.909346427768469,1.715477263027908,-0.2896665887356145,-0.06785077871177947,-0.002784341714908992,2.4124299809336662,2.64286632463336,0.23043634369969368,0.005692181246426529
IRNSS-1F,GEO,24750.0,35560502.39219221,22655100.21198079,0.0,240.7844418258283,28.101197000990606,24.584976442910452,True,visible,38776607.44509184,38776615.21795554,46.93169097945794,-0.7094190214123278,False,none,2.3760131150484085,2.4995437720790505,2.9718423437303674,1.774427883962717,0.23226213978049515,-0.002385488824512321,7.772863693535328,2.64286632463336,5.129997368901968,0.018224567056727467
IRNSS-1B,GSO,24750.0,20337942.904822078,31125288.279040277,19884350.7298286,256.9744956477322,68.06879310947184,24.76122156904153,True,visible,36181706.364957355,36181706.110297225,49.15431962836339,34.03761344622278,False,none,-3.2982602193951607,2.2603157302364707,1.3214447331867327,-1.9032016978255266,-0.6813517090020156,-5.3252415235729316e-05,-0.25466012954711914,2.64286632463336,2.897526454180479,0.004252631578947368
IRNSS-1D,GSO,24750.0,6784855.6153373895,36714925.98077451,19590376.221636835,164.90401198533917,82.16505621837929,8.345948646577295,True,visible,35837422.36675387,35837425.270811364,50.34921391106726,29.280403201900324,False,none,1.0469868928194046,2.5452157985419035,0.8520778563387358,0.42113721661068926,0.6050853221556949,0.0012776195858686444,2.9040574952960014,2.64286632463336,0.2611911706626415,0.0
IRNSS-1G,GSO,24750.0,802075.7247301964,39454116.182474956,14850329.517945582,140.7172319018515,70.30314899256399,6.048029443212721,True,visible,36102869.20595561,36102872.07925828,49.04581377844447,-177.37864495078273,False,none,2.151649557054043,1.235035801306367,1.0488910334443495,1.5619037772178719,0.030711340109554897,-0.001882418285362436,2.8733026683330536,2.64286632463336,0.23043634369969368,0.006571815718157181
IRNSS-1I,GSO,24750.0,39340014.080518395,14411736.376697987,4740046.703691254,256.14660485131566,22.32379031153609,24.814295913607676,False,terrain_blocked,39323979.973248,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24780.0,5138028.241211422,41849773.73645542,0.0,170.3931543137252,49.903214861013545,9.182793048160155,True,visible,37075924.27375983,37075924.38959151,48.18509733508791,2.503198578209235,False,none,-0.32013051956892014,1.0614264234900475,1.8788609071455984,-0.5032808651763043,0.0009036571188545395,-2.1679237296330074e-05,0.11583168059587479,1.904659517109394,1.7888278365135193,0.0025671812464265293
IRNSS-1E,GEO,24780.0,-15624624.318401773,39162150.23346915,0.0,129.55861541869783,36.212390648080316,5.55653372444255,True,visible,38073647.59925059,38073649.67816932,47.8566531869948,-0.47836304443268374,False,none,-0.33351125568151474,2.817212864756584,1.74081348641829,-0.424108697034205,1.292630543232164,-0.0009650037913608074,2.0789187252521515,1.904659517109394,0.17425920814275742,0.0025671812464265293
IRNSS-1F,GEO,24780.0,35560502.08366941,22655100.696252566,0.0,240.78444116063213,28.10119760829073,24.58497638362209,True,visible,38776607.38966256,38776609.120062865,45.77308977093561,-0.9208161834120269,False,none,-6.042463384568691,2.398089471273124,2.9840136153770316,-0.22375540073469963,-1.1586012085223274,-0.0032238660449875702,1.7304003089666367,1.904659517109394,0.17425920814275742,0.008952763432926683
IRNSS-1B,GSO,24780.0,20332502.43665438,31135494.276218314,19873933.602561437,256.9112911541772,68.07588468197912,24.76550433429241,True,visible,36181446.71063918,36181450.6226662,49.3367062630635,35.809624266787644,False,none,4.166687153279781,2.301422039978206,1.3725984175058374,1.1733985433854008,0.18238663470010863,0.0011740320692564888,3.912027023732662,1.904659517109394,2.007367506623268,0.0024271844660194177
IRNSS-1D,GSO,24780.0,6774357.398018225,36710073.368987836,19603099.017437153,164.75523126487846,82.18363404755816,8.325076296122267,True,visible,35837189.89996668,35837191.43264407,49.83012209955775,30.80594886696686,False,none,-1.3713801056146622,2.332547905854881,0.867773647405232,-0.9217501805514254,-0.5190918115095116,-0.0017854605905394923,1.5326773896813393,1.904659517109394,0.3719821274280548,0.00375
IRNSS-1G,GSO,24780.0,802466.830981805,39465674.628512226,14819563.728449628,140.8043117302759,70.26010511620437,6.052964192610621,True,visible,36104239.74233963,36104243.803929485,49.92035189989635,-179.28241762143,False,none,1.1882871836423874,1.8381015351042151,1.1205366682987357,1.9843066093027155,0.8745381214518844,-0.002575805584317358,4.061589851975441,1.904659517109394,2.156930334866047,0.0
IRNSS-1I,GSO,24780.0,39338967.59069354,14400219.270461638,4783535.288987526,256.21205481147706,22.34872895729573,24.81033895951057,False,terrain_blocked,39321582.548852965,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24810.0,5138027.671290786,41849773.80642636,0.0,170.39315294923097,49.90321473905027,9.182792823790837,True,visible,37075924.28149847,37075926.683404446,48.1108332597498,2.9739688860116313,False,none,2.2860742956399918,1.5201491778716445,1.6647029341575217,0.5296781667598035,-0.07426407533810675,-0.0001310536117096753,2.4019059762358665,1.3650193698704243,1.0368866063654423,0.003388108233654628
IRNSS-1E,GEO,24810.0,-15624624.851721687,39162150.02068913,0.0,129.55861459402485,36.212390100909445,5.556533697144982,True,visible,38073647.64403496,38073647.97216772,47.46850909810062,-2.6190098490168046,False,none,-1.7507859617471695,2.1995539208874106,1.6187860283202569,-1.156064559887708,-0.3881440888941796,-0.00020275524757863356,0.328132763504982,1.3650193698704243,1.0368866063654423,0.010958075278990504
IRNSS-1F,GEO,24810.0,35560501.77514661,22655101.180524334,0.0,240.78444049543597,28.101198215590838,24.58497632433373,True,visible,38776607.334233284,38776606.58710745,46.50046936178095,-0.00402683978894747,False,none,-2.477526143193245,2.5663255779072642,2.720984497553482,-1.2177399081520293,0.727379590845338,-0.0019232121768420467,-0.7471258342266083,1.3650193698704243,2.1121452040970325,0.016608524678831976
IRNSS-1B,GSO,24810.0,20327106.673185047,31145723.977293164,19863421.362575527,256.84768300533227,68.08284903302135,24.769776013333768,True,visible,36181191.631680645,36181194.43026557,49.47068946054584,28.64156467933276,False,none,-1.113442100584507,2.3874450102448463,1.3804588913562008,0.29782843623789024,0.133983197482344,0.0008103382265879469,2.798584923148155,1.3650193698704243,1.433565553277731,0.0
IRNSS-1D,GSO,24810.0,6763838.049359873,36705266.73383964,19615727.996679522,164.60571202448352,82.20198963140481,8.304195124199696,True,visible,35836960.804597035,35836963.67832543,50.6171439381911,26.280232785233846,False,none,1.3410510048270226,2.3071497343480587,0.8455643062223773,0.670059812117113,0.7870218386333505,-0.0035853516666307776,2.873728394508362,1.3650193698704243,1.5087090246379375,0.0
IRNSS-1G,GSO,24810.0,802908.5045862785,39477231.25037714,14788727.0154503,140.891390663289,70.2169782708891,6.057918165189616,True,visible,36105615.892521374,36105615.84805765,50.61828212962334,-184.7971371616068,False,none,-4.106053575873375,1.6114196218550205,1.3047941942509376,-1.2690762673906377,0.6979302297269854,0.002427126678879033,-0.04446372389793396,1.3650193698704243,1.4094830937683582,0.054021328342116426
IRNSS-1I,GSO,24810.0,39337870.71826219,14388706.85226796,4827000.981229222,256.2774936962073,22.37364503063233,24.80634157715462,False,terrain_blocked,39319187.89418763,,,,False,none,,,,,,,,,,
IRNSS-1C,GEO,24840.0,5138027.101370144,41849773.8763973,0.0,170.39315158473676,49.90321461708697,9.182792599421536,True,visible,37075924.28923712,37075925.05659083,48.77673359331745,-2.297278860416868,False,none,-1.634552262723446,1.6247936990112066,1.574338955193581,-0.5446349292636,0.6659003335676488,0.002379147290499602,0.7673537135124207,2.9951426684856415,2.227788954973221,0.0057570837134374294
IRNSS-1E,GEO,24840.0,-15624625.38504159,39162149.80790909,0.0,129.55861376935187,36.21238955373856,5.556533669847416,True,visible,38073647.68881931,38073652.904473364,46.77241724344885,-0.08712129383545877,False,none,4.887521289288998,2.431732236407697,1.9148427295813946,1.4538644732431254,-0.6960918546517689,0.0007340806546225443,5.21565405279398,2.9951426684856415,2.220511384308338,0.003633093525179856
