t,Svid,satellite_id,x,y,z,solved_x,solved_y,solved_z,pseudorange_m,predicted_range_m,residual_m,abs_residual_m,cn0_db_hz,elevation_deg,azimuth_deg
1083.0,17,GPS_17_GPS_L1,10702879.618784145,-13747155.727595411,20455181.11539749,-2693631.0360003,-4299211.878122814,3852489.798850895,23332435.768575024,23331941.617856666,494.150718357414,494.150718357414,37.5,27.55464716226449,52.308411005052754
1083.0,19,GPS_19_GPS_L1,2221227.8815739444,-14511199.190339278,21833715.71751078,-2693631.0360003,-4299211.878122814,3852489.798850895,21255258.911179125,21254764.37372137,494.53745775669813,494.53745775669813,40.8,47.70696529994506,42.08863597190732
1083.0,24,GPS_24_GPS_L1,-20479741.558028977,-10932886.108729895,13028451.450286465,-2693631.0360003,-4299211.878122814,3852489.798850895,21084840.420478366,21084345.69836721,494.72211115807295,494.72211115807295,39.3,56.29937952522708,260.85370268138195
1083.0,28,GPS_28_GPS_L1,12147888.676342215,-23606607.15473685,2754931.016849179,-2693631.0360003,-4299211.878122814,3852489.798850895,24377757.33063413,24377261.023733135,496.30690099298954,496.30690099298954,33.3,14.421708706511252,104.78007936077024
1083.0,2,GPS_2_GPS_L1,-13041787.500633685,-22700940.59753628,5279488.249087692,-2693631.0360003,-4299211.878122814,3852489.798850895,21160462.85234518,21159968.966338262,493.8860069178045,493.8860069178045,42.4,56.3774785952382,175.0982512377183
1083.0,6,GPS_6_GPS_L1,-4000668.507473548,-22367649.47129984,13766004.37128233,-2693631.0360003,-4299211.878122814,3852489.798850895,20651274.07152462,20650776.140091643,497.93143297731876,497.93143297731876,36.1,65.13298247023874,102.26542760624736
1084.0,12,GPS_12_GPS_L1,-15853080.0302822,-839294.1718127467,21027770.471353795,-2693636.3539879727,-4299234.474691443,3852474.2278361246,21912428.813117355,21911936.14954271,492.6635746434331,492.6635746434331,39.1,38.54019662064439,310.72638621575123
1084.0,17,GPS_17_GPS_L1,10705379.375485104,-13747112.183972478,20453870.6937919,-2693636.3539879727,-4299234.474691443,3852474.2278361246,23332923.5338022,23332431.94242823,491.59137396886945,491.59137396886945,37.0,27.548711110422683,52.31228950696834
1084.0,19,GPS_19_GPS_L1,2224064.882432773,-14511091.58697526,21833499.52082586,-2693636.3539879727,-4299234.474691443,3852474.2278361246,21255686.115954973,21255189.524432197,496.5915227755904,496.5915227755904,40.9,47.69994479000309,42.0932102999314
1084.0,24,GPS_24_GPS_L1,-20480555.223627765,-10934376.892060716,13025995.21901724,-2693636.3539879727,-4299234.474691443,3852474.2278361246,21084923.762782466,21084427.550909735,496.21187273040414,496.21187273040414,39.5,56.29829108689157,260.83973253342367
1084.0,28,GPS_28_GPS_L1,12148212.79008065,-23606733.642318103,2751752.975643599,-2693636.3539879727,-4299234.474691443,3852474.2278361246,24378181.83626689,24377686.465253897,495.3710129931569,495.3710129931569,25.7,14.416752169285177,104.78563417078504
1084.0,2,GPS_2_GPS_L1,-13041214.949530996,-22700639.85153934,5282563.371111291,-2693636.3539879727,-4299234.474691443,3852474.2278361246,21160105.798178952,21159613.833710205,491.9644687473774,491.9644687473774,42.1,56.38609105234813,175.0956211044763
1084.0,6,GPS_6_GPS_L1,-3999549.272306311,-22366309.07523474,13768521.350893928,-2693636.3539879727,-4299234.474691443,3852474.2278361246,20651221.60577213,20650728.406488,493.19928412884474,493.19928412884474,35.7,65.13434202788096,102.24486073610328
1085.0,12,GPS_12_GPS_L1,-15851784.08015442,-841690.7292366056,21028657.28858696,-2693639.582464005,-4299241.31999246,3852444.100359645,21911975.524612814,21911497.488696903,478.03591591119766,478.03591591119766,39.3,38.54630648895265,310.7314887078686
1085.0,17,GPS_17_GPS_L1,10707878.975493088,-13747068.795577126,20452559.851897985,-2693639.582464005,-4299241.31999246,3852444.100359645,23333413.6972573,23332937.80543188,475.8918254189193,475.8918254189193,36.4,27.5427533723898,52.316156179123695
1085.0,19,GPS_19_GPS_L1,2226901.862165868,-14510984.1570067,21833282.846304312,-2693639.582464005,-4299241.31999246,3852444.100359645,21256110.02290213,21255634.120987706,475.90191442519426,475.90191442519426,40.6,47.69290113369573,42.09777997069202
1085.0,24,GPS_24_GPS_L1,-20481368.782858185,-10935867.383907257,13023538.712414987,-2693639.582464005,-4299241.31999246,3852444.100359645,21084997.81140886,21084522.569934078,475.2414747811854,475.2414747811854,39.0,56.29722691698205,260.8257661466015
1085.0,28,GPS_28_GPS_L1,12148536.695306389,-23606859.807773314,2748574.876661345,-2693639.582464005,-4299241.31999246,3852444.100359645,24378599.446561225,24378122.47883613,476.9677250944078,476.9677250944078,32.1,14.411782042259654,104.7911663048834
1085.0,2,GPS_2_GPS_L1,-13040642.1510109,-22700338.834764563,5285638.382555303,-2693639.582464005,-4299241.31999246,3852444.100359645,21159750.842448555,21159274.509117424,476.333331130445,476.333331130445,42.0,56.39471728453497,175.0929356385965
1085.0,6,GPS_6_GPS_L1,-3998429.777930623,-22364968.48598177,13771038.03769502,-2693639.582464005,-4299241.31999246,3852444.100359645,20651179.93243653,20650701.71165852,478.2207780107856,478.2207780107856,36.0,65.13567919302638,102.22423420729476
1086.0,12,GPS_12_GPS_L1,-15850488.218473343,-844087.4617783343,21029543.64753894,-2693641.3158084946,-4299257.6298634615,3852423.5857420033,21911524.33498681,21911053.71560149,470.61938532069325,470.61938532069325,38.2,38.552406776102046,310.73658284849654
1086.0,17,GPS_17_GPS_L1,10710378.418766651,-13747025.562386137,20451248.589731064,-2693641.3158084946,-4299257.6298634615,3852423.5857420033,23333903.8610436,23333432.140701808,471.7203417904675,471.7203417904675,36.7,27.536812962139187,52.32003338631608
1086.0,19,GPS_19_GPS_L1,2229738.820672624,-14510876.900433416,21833065.6939531,-2693641.3158084946,-4299257.6298634615,3852423.5857420033,21256533.63038814,21256065.73942945,467.8909586891532,467.8909586891532,40.0,47.68587635031166,42.10235349963576
1086.0,24,GPS_24_GPS_L1,-20482182.23561526,-10937357.584168725,13021081.930687483,-2693641.3158084946,-4299257.6298634615,3852423.5857420033,21085081.453725334,21084611.803524524,469.6502008102834,469.6502008102834,38.6,56.29613699796306,260.8117986583635
1086.0,28,GPS_28_GPS_L1,12148860.392519822,-23606985.651644543,2745396.720201462,-2693641.3158084946,-4299257.6298634615,3852423.5857420033,24379020.05511116,24378550.547680803,469.5074303559959,469.5074303559959,33.3,14.406821831859885,104.79671689562076
1086.0,2,GPS_2_GPS_L1,-13040069.105043694,-22700037.547256164,5288713.283362432,-2693641.3158084946,-4299257.6298634615,3852423.5857420033,21159397.386012007,21158927.138720233,470.24729177355766,470.24729177355766,41.4,56.403331188326334,175.09029386070344
1086.0,6,GPS_6_GPS_L1,-3997310.0242789024,-22363627.7035322,13773554.431760712,-2693641.3158084946,-4299257.6298634615,3852423.5857420033,20651133.76254537,20650662.350726854,471.41181851550937,471.41181851550937,35.4,65.13702786327538,102.2036535472962
1087.0,12,GPS_12_GPS_L1,-15849192.445267905,-846484.3694190523,21030429.54820308,-2693647.0554176136,-4299279.77764318,3852411.1644136254,21911071.04648256,21910602.142097175,468.9043853841722,468.9043853841722,38.7,38.55851054271125,310.7416776601072
1087.0,17,GPS_17_GPS_L1,10712877.70530701,-13746982.484375471,20449936.90728413,-2693647.0554176136,-4299279.77764318,3852411.1644136254,23334386.529687334,23333920.660274137,465.86941319704056,465.86941319704056,37.0,27.530876131826663,52.32391038301695
1087.0,19,GPS_19_GPS_L1,2232575.757869409,-14510769.817254525,21832848.06377788,-2693647.0554176136,-4299279.77764318,3852411.1644136254,21256958.13692048,21256488.682923406,469.4539970718324,469.4539970718324,40.6,47.67885438283863,42.10692631704539
1087.0,24,GPS_24_GPS_L1,-20482995.581883628,-10938847.492907988,13018624.87377228,-2693647.0554176136,-4299279.77764318,3852411.1644136254,21085160.598824035,21084692.414339364,468.18448467180133,468.18448467180133,38.9,56.29504785678727,260.79783355637704
1087.0,28,GPS_28_GPS_L1,12149183.88174255,-23607111.17391017,2742218.506349136,-2693647.0554176136,-4299279.77764318,3852411.1644136254,24379446.35938651,24378976.828279987,469.53110652416945,469.53110652416945,32.9,14.401865765035922,104.80226660516826
1087.0,2,GPS_2_GPS_L1,-13039495.811589124,-22699735.989052474,5291788.073533799,-2693647.0554176136,-4299279.77764318,3852411.1644136254,21159039.13256536,21158572.285484545,466.84708081558347,466.84708081558347,41.8,56.41194884774687,175.08764986164786
1087.0,6,GPS_6_GPS_L1,-3996190.011341061,-22362286.727945585,13776070.533037756,-2693647.0554176136,-4299279.77764318,3852411.1644136254,20651083.09543632,20650613.87715097,469.21828534826636,469.21828534826636,36.1,65.13837505336694,102.18306822016002
1088.0,12,GPS_12_GPS_L1,-15847896.760594225,-848881.4520896543,21031314.99055412,-2693650.510633486,-4299291.030435003,3852383.4625374097,21910617.75836872,21910162.233704023,455.524664696306,455.524664696306,38.8,38.564617207497385,310.74677361247115
1088.0,17,GPS_17_GPS_L1,10715376.834930371,-13746939.561524278,20448624.80464729,-2693650.510633486,-4299291.030435003,3852383.4625374097,23334876.393740352,23334423.15135795,453.2423824034631,453.2423824034631,36.5,27.52493025102349,52.32778513214192
1088.0,19,GPS_19_GPS_L1,2235412.67368682,-14510662.907468615,21832629.95578325,-2693650.510633486,-4299291.030435003,3852383.4625374097,21257383.24342812,21256929.304205116,453.9392230026424,453.9392230026424,40.9,47.67182402612704,42.11150036451704
1088.0,24,GPS_24_GPS_L1,-20483808.821606345,-10940337.1101121,13016167.54173226,-2693650.510633486,-4299291.030435003,3852383.4625374097,21085236.44659622,21084785.140284836,451.3063113838434,451.3063113838434,39.4,56.29396324837239,260.7838647704062
1088.0,28,GPS_28_GPS_L1,12149507.162575891,-23607236.373941343,2739040.2348938324,-2693650.510633486,-4299291.030435003,3852383.4625374097,24379863.370485798,24379409.677884378,453.6926014199853,453.6926014199853,34.3,14.396900528477198,104.80780927254284
1088.0,2,GPS_2_GPS_L1,-13038922.270635014,-22699434.160206582,5294862.752919865,-2693650.510633486,-4299291.030435003,3852383.4625374097,21158684.477018867,21158229.167100627,455.3099182397127,455.3099182397127,41.9,56.42056580815893,175.08498514767078
1088.0,6,GPS_6_GPS_L1,-3995069.7391394414,-22360945.5593204,13778586.34139993,-2693650.510633486,-4299291.030435003,3852383.4625374097,20651036.6258121,20650582.556467265,454.06934483349323,454.06934483349323,36.3,65.13970926584854,102.16246771799494
1089.0,12,GPS_12_GPS_L1,-15846601.164508436,-851278.7097209711,21032199.974566814,-2693653.1312367544,-4299313.746442002,3852367.89476437,21910166.568387344,21909715.148093786,451.42029355838895,451.42029355838895,38.6,38.57072002408967,310.7518701684552
1089.0,17,GPS_17_GPS_L1,10717875.807678005,-13746896.793807726,20447312.281792555,-2693653.1312367544,-4299313.746442002,3852367.89476437,23335361.16090673,23334911.89451502,449.2663917094469,449.2663917094469,36.4,27.51898419242944,52.33166028861853
1089.0,19,GPS_19_GPS_L1,2238249.568086428,-14510556.17107311,21832411.36997141,-2693653.1312367544,-4299313.746442002,3852367.89476437,21257805.35159643,21257354.008919187,451.3426772430539,451.3426772430539,41.0,47.664793547933726,42.11607294464601
1089.0,24,GPS_24_GPS_L1,-20484621.954703063,-10941826.43572462,13013709.93470153,-2693653.1312367544,-4299313.746442002,3852367.89476437,21085318.889387857,21084869.799871914,449.0895159430802,449.0895159430802,38.9,56.292872689209446,260.76990060417825
1089.0,28,GPS_28_GPS_L1,12149830.235046318,-23607361.251697328,2735861.9060417814,-2693653.1312367544,-4299313.746442002,3852367.89476437,24380284.278472014,24379833.521440875,450.75703113898635,450.75703113898635,34.3,14.391935641384832,104.81335307694872
1089.0,2,GPS_2_GPS_L1,-13038348.482140498,-22699132.06075656,5297937.321524839,-2693653.1312367544,-4299313.746442002,3852367.89476437,21158326.823133312,21157875.76460311,451.0585302039981,451.0585302039981,41.6,56.42918268522526,175.0823243886047
1089.0,6,GPS_6_GPS_L1,-3993949.207632224,-22359604.19767873,13781101.856864477,-2693653.1312367544,-4299313.746442002,3852367.89476437,20650985.95867874,20650535.565923758,450.3927549831569,450.3927549831569,36.3,65.14104162921006,102.14186582074696
1090.0,12,GPS_12_GPS_L1,-15845305.657044606,-853676.1422845386,21033084.50023097,-2693661.274201084,-4299329.087932362,3852346.457306352,21909714.479362976,21909268.21904895,446.26031402498484,446.26031402498484,39.4,38.576832867393634,310.7569715113828
1090.0,17,GPS_17_GPS_L1,10720374.623371167,-13746854.18120484,20445999.33880745,-2693661.274201084,-4299329.087932362,3852346.457306352,23335854.92218113,23335410.975620717,443.94656041264534,443.94656041264534,36.7,27.51302634894501,52.335528979935816
1090.0,19,GPS_19_GPS_L1,2241086.44089411,-14510449.608070483,21832192.30635508,-2693661.274201084,-4299329.087932362,3852346.457306352,21258235.25470301,21257788.550175626,446.70452738553286,446.70452738553286,41.0,47.65775058364031,42.12064473752005
1090.0,24,GPS_24_GPS_L1,-20485434.98114616,-10943315.469786208,13011252.0526545,-2693661.274201084,-4299329.087932362,3852346.457306352,21085398.33458941,21084954.787381005,443.54720840603113,443.54720840603113,38.7,56.2917984805207,260.7559345965381
1090.0,28,GPS_28_GPS_L1,12150153.099191634,-23607485.807141807,2732683.519887981,-2693661.274201084,-4299329.087932362,3852346.457306352,24380711.782226417,24380266.326246753,445.4559796638787,445.4559796638787,25.1,14.386962232049186,104.8188824481968
1090.0,2,GPS_2_GPS_L1,-13037774.446090356,-22698829.690754127,5301011.779214572,-2693661.274201084,-4299329.087932362,3852346.457306352,21157973.066884343,21157526.579470273,446.48741406947374,446.48741406947374,40.9,56.4378070349377,175.07962560929295
1090.0,6,GPS_6_GPS_L1,-3992828.416850956,-22358262.64312977,13783617.079285068,-2693661.274201084,-4299329.087932362,3852346.457306352,20650942.187106308,20650497.635227907,444.55187840014696,444.55187840014696,36.4,65.14235760008577,102.12122906611592
1091.0,12,GPS_12_GPS_L1,-15844010.238253675,-856073.7497207867,21033968.56752492,-2693665.0593814463,-4299351.401411392,3852338.116866481,21909262.390139945,21908814.76148615,447.62865379452705,447.62865379452705,38.6,38.58294559702072,310.76206798195125
1091.0,17,GPS_17_GPS_L1,10722873.282103574,-13746811.723689944,20444685.97563641,-2693665.0593814463,-4299351.401411392,3852338.116866481,23336339.08989811,23335895.420488846,443.66940926387906,443.66940926387906,35.2,27.507080132610053,52.33940334328838
1091.0,19,GPS_19_GPS_L1,2243923.2921736166,-14510343.218454294,21831972.76492857,-2693665.0593814463,-4299351.401411392,3852338.116866481,21258658.56217685,21258207.70184834,450.86032851040363,450.86032851040363,40.5,47.650719753138354,42.125219676982056
1091.0,24,GPS_24_GPS_L1,-20486247.90085998,-10944804.212249735,13008793.8957106,-2693665.0593814463,-4299351.401411392,3852338.116866481,21085482.87606421,21085035.68083022,447.19523398950696,447.19523398950696,38.0,56.290713617221925,260.74196585066807
1091.0,28,GPS_28_GPS_L1,12150475.75505836,-23607610.04024183,2729505.07644161,-2693665.0593814463,-4299351.401411392,3852338.116866481,24381140.484951712,24380691.586162146,448.89878956601024,448.89878956601024,24.6,14.381995833257644,104.82442031924454
1091.0,2,GPS_2_GPS_L1,-13037200.16244912,-22698527.050239954,5304086.125965593,-2693665.0593814463,-4299351.401411392,3852338.116866481,21157619.310436968,21157172.667130228,446.6433067396283,446.6433067396283,40.0,56.44642640522324,175.0769450364958
1091.0,6,GPS_6_GPS_L1,-3991707.3667436857,-22356920.89568356,13786132.00870157,-2693665.0593814463,-4299351.401411392,3852338.116866481,20650894.21824081,20650447.71809152,446.5001492872834,446.5001492872834,36.4,65.1436777253521,102.10061486816412
1092.0,12,GPS_12_GPS_L1,-15842714.90816969,-858471.5320013482,21034852.176438466,-2693667.172607193,-4299353.00742224,3852297.922690555,21908807.30305179,21908384.065534964,423.23751682415605,423.23751682415605,37.6,38.58906635027572,310.7671747909735
1092.0,17,GPS_17_GPS_L1,10725371.783653872,-13746769.421242794,20443372.19238936,-2693667.172607193,-4299353.00742224,3852297.922690555,23336832.85103308,23336409.938729648,422.9123034328222,422.9123034328222,34.4,27.50110419563068,52.34326481129781
1092.0,19,GPS_19_GPS_L1,2246760.121758982,-14510237.002226694,21831752.745703984,-2693667.172607193,-4299353.00742224,3852297.922690555,21259085.16742715,21258663.399636697,421.76779045164585,421.76779045164585,41.1,47.64365871682088,42.12979077678655
1092.0,24,GPS_24_GPS_L1,-20487060.71382266,-10946292.663166136,13006335.463827,-2693667.172607193,-4299353.00742224,3852297.922690555,21085560.8221645,21085138.458264966,422.36389953270555,422.36389953270555,38.8,56.28965364031203,260.72799799259707
1092.0,2,GPS_2_GPS_L1,-13036625.631181916,-22698224.139255613,5307160.3617483005,-2693667.172607193,-4299353.00742224,3852297.922690555,21157262.256332256,21156839.870788712,422.3855435438454,422.3855435438454,40.5,56.455056227780695,175.0741999576491
1092.0,6,GPS_6_GPS_L1,-3990586.057349666,-22355578.955458727,13788646.644950114,-2693667.172607193,-4299353.00742224,3852297.922690555,20650855.24320851,20650431.472744025,423.77046448364854,423.77046448364854,36.2,65.14496883501415,102.07993581122484
1093.0,12,GPS_12_GPS_L1,-15841419.666857824,-860869.4890400358,21035735.32694023,-2693678.870086239,-4299386.036628672,3852297.796577679,21908353.4150636,21907921.158042476,432.257021125406,432.257021125406,37.8,38.59519047989588,310.7722675660718
1093.0,17,GPS_17_GPS_L1,10727870.128070803,-13746727.273838503,20442057.98903433,-2693678.870086239,-4299386.036628672,3852297.796577679,23337323.014588594,23336888.764474045,434.2501145489514,434.2501145489514,35.0,27.4951467814618,52.347139367353655
1093.0,19,GPS_19_GPS_L1,2249596.929606485,-14510130.95938523,21831532.248684,-2693678.870086239,-4299386.036628672,3852297.796577679,21259512.07240004,21259072.392586496,439.67981354519725,439.67981354519725,40.8,47.6366191876547,42.13437477323644
1093.0,24,GPS_24_GPS_L1,-20487873.41996188,-10947780.822494134,13003876.757113297,-2693678.870086239,-4299386.036628672,3852297.796577679,21085639.06798751,21085205.960067485,433.107920024544,433.107920024544,38.1,56.288576185552536,260.71400924464547
1093.0,25,GPS_25_GPS_L1,-17712947.119167704,10043417.171413328,16666692.175810914,-2693678.870086239,-4299386.036628672,3852297.796577679,24403372.625902936,24402932.731723268,439.8941796682775,439.8941796682775,23.2,10.533989841301704,302.01572852601487
1093.0,28,GPS_28_GPS_L1,12151120.442134311,-23607857.5392736,2723148.017784146,-2693678.870086239,-4299386.036628672,3852297.796577679,24381987.097922053,24381552.81378741,434.284134645015,434.284134645015,33.6,14.37202334910254,104.83546059794156
1093.0,2,GPS_2_GPS_L1,-13036050.852277894,-22697920.95785484,5310234.486407033,-2693678.870086239,-4299386.036628672,3852297.796577679,21156910.89821465,21156472.41052138,438.48769326880574,438.48769326880574,40.7,56.46366677729524,175.0714818507276
1093.0,6,GPS_6_GPS_L1,-3989464.488584639,-22354236.82242636,13791160.98814347,-2693678.870086239,-4299386.036628672,3852297.796577679,20650805.47557788,20650368.006580126,437.4689977541566,437.4689977541566,36.1,65.14626312792498,102.05931198340537
1094.0,12,GPS_12_GPS_L1,-15840124.514362477,-863267.6207893677,21036618.019012976,-2693685.1145531624,-4299408.237777343,3852281.029598099,21907900.12668472,21907472.903060853,427.223623868078,427.223623868078,37.7,38.60132143610421,310.777358430143
1094.0,17,GPS_17_GPS_L1,10730368.315255756,-13746685.281454522,20440743.365616903,-2693685.1145531624,-4299408.237777343,3852281.029598099,23337814.07754576,23337380.673500378,433.40404538065195,433.40404538065195,34.7,27.48918816957873,52.35101451346704
1094.0,19,GPS_19_GPS_L1,2252433.71567781,-14510025.089927254,21831311.27387082,-2693685.1145531624,-4299408.237777343,3852281.029598099,21259935.679680277,21259499.441629533,436.2380507439375,436.2380507439375,40.6,47.6295791349807,42.13896270564971
1094.0,24,GPS_24_GPS_L1,-20488686.019212544,-10949268.690206071,13001417.775656989,-2693685.1145531624,-4299408.237777343,3852281.029598099,21085721.8107219,21085288.815467738,432.995254162699,432.995254162699,37.5,56.28750220171453,260.70001225018507
1094.0,25,GPS_25_GPS_L1,-17712170.714482173,10041379.428570831,16668741.93427745,-2693685.1145531624,-4299408.237777343,3852281.029598099,24402790.428890668,24402351.745840672,438.68304999545217,438.68304999545217,24.0,10.53956752561081,302.01971337547803
1094.0,28,GPS_28_GPS_L1,12151442.473418811,-23607980.805132568,2719969.40276622,-2693685.1145531624,-4299408.237777343,3852281.029598099,24382410.70418873,24381979.355914645,431.3482740856707,431.3482740856707,33.7,14.367035034781484,104.84098545729152
1094.0,2,GPS_2_GPS_L1,-13035475.825685283,-22697617.506069936,5313308.500004407,-2693685.1145531624,-4299408.237777343,3852281.029598099,21156552.9446876,21156118.279637877,434.66504972428083,434.66504972428083,40.3,56.4722749341843,175.06874987554866
1094.0,6,GPS_6_GPS_L1,-3988342.660492552,-22352894.496710423,13793675.03810772,-2693685.1145531624,-4299408.237777343,3852281.029598099,20650759.305481136,20650322.493732985,436.8117481507361,436.8117481507361,35.8,65.1475481695182,102.0386859676571
1095.0,12,GPS_12_GPS_L1,-15838829.450722875,-865665.9272113862,21037500.25264303,-2693691.7635064186,-4299413.842714991,3852254.528383153,21907445.639359307,21907029.46924334,416.17011596634984,416.17011596634984,39.2,38.60746116583733,310.78244516622993
1095.0,17,GPS_17_GPS_L1,10732866.345184816,-13746643.44406729,20439428.322143223,-2693691.7635064186,-4299413.842714991,3852254.528383153,23338301.54321663,23337886.456385255,415.08683137595654,415.08683137595654,34.8,27.48321970914619,52.35489043822452
1095.0,19,GPS_19_GPS_L1,2255270.479807101,-14509919.39385485,21831089.82127664,-2693691.7635064186,-4299413.842714991,3852254.528383153,21260365.88261787,21259942.835873123,423.0467447452247,423.0467447452247,41.6,47.6225317486457,42.143559294028826
1095.0,24,GPS_24_GPS_L1,-20489498.51155452,-10950756.266355634,12998958.519410336,-2693691.7635064186,-4299413.842714991,3852254.528383153,21085796.759075794,21085380.90122796,415.8578478358686,415.8578478358686,38.5,56.28643442206452,260.6859957816604
1095.0,25,GPS_25_GPS_L1,-17711394.313667305,10039341.40609488,16670791.32817578,-2693691.7635064186,-4299413.842714991,3852254.528383153,24402187.546422075,24401765.871715497,421.6747065782547,421.6747065782547,29.6,10.545152375634425,302.0236908573743
1095.0,28,GPS_28_GPS_L1,12151764.296585912,-23608103.74850562,2716790.730737172,-2693691.7635064186,-4299413.842714991,3852254.528383153,24382837.00881056,24382418.861669112,418.1471414491534,418.1471414491534,32.5,14.362030469784786,104.84650325920248
1095.0,2,GPS_2_GPS_L1,-13034900.55139664,-22697313.78395653,5316382.402366345,-2693691.7635064186,-4299413.842714991,3852254.528383153,21156199.18847852,21155779.160173893,420.02830462530255,420.02830462530255,39.9,56.48087328406729,175.0659886336371
1095.0,6,GPS_6_GPS_L1,-3987220.573060617,-22351551.97836796,13796188.794794723,-2693691.7635064186,-4299413.842714991,3852254.528383153,20650716.133532293,20650296.28708889,419.84644340351224,419.84644340351224,36.5,65.1488133740719,102.0180571921478
1096.0,12,GPS_12_GPS_L1,-15837534.47599378,-868064.4082389222,21038382.027806103,-2693697.998969313,-4299428.254219695,3852230.6820325046,21906991.75141992,21906585.61387645,406.13754346966743,406.13754346966743,39.2,38.613600813636445,310.7875408888972
1096.0,17,GPS_17_GPS_L1,10735364.217704404,-13746601.761655193,20438112.85868784,-2693697.998969313,-4299428.254219695,3852230.6820325046,23338796.503499947,23338386.55256138,409.9509385675192,409.9509385675192,33.3,27.47723954727363,52.35875822540876
1096.0,19,GPS_19_GPS_L1,2258107.2220156663,-14509813.87116314,21830867.890899062,-2693697.998969313,-4299428.254219695,3852230.6820325046,21260792.787639517,21260379.70689378,413.0807457379997,413.0807457379997,42.0,47.615470800802754,42.14814809171085
1096.0,24,GPS_24_GPS_L1,-20490310.896895062,-10952243.55086465,12996498.98854444,-2693697.998969313,-4299428.254219695,3852230.6820325046,21085878.302664995,21085469.519822624,408.7828423716128,408.7828423716128,39.2,56.28537599124725,260.67199297026
1096.0,25,GPS_25_GPS_L1,-17710617.916869882,10037303.104264157,16672840.35721496,-2693697.998969313,-4299428.254219695,3852230.6820325046,24401599.95316992,24401184.034988035,415.91818188503385,415.91818188503385,26.9,10.550739433994597,302.0276682248998
1096.0,28,GPS_28_GPS_L1,12152085.91168243,-23608226.369359884,2713612.0017029974,-2693697.998969313,-4299428.254219695,3852230.6820325046,24383260.31530863,24382851.290860195,409.0244484357536,409.0244484357536,29.2,14.357022687482614,104.85200921400954
1096.0,2,GPS_2_GPS_L1,-13034325.029373748,-22697009.79155436,5319456.193481682,-2693697.998969313,-4299428.254219695,3852230.6820325046,21155844.53269343,21155432.50577155,412.02692187950015,412.02692187950015,39.1,56.48948445232489,175.06320401588405
1096.0,6,GPS_6_GPS_L1,-3986098.2262813495,-22350209.267461225,13798702.258146271,-2693697.998969313,-4299428.254219695,3852230.6820325046,20650676.558894057,20650261.265901603,415.29299245402217,415.29299245402217,37.1,65.15006948547003,101.9973879720036
1097.0,12,GPS_12_GPS_L1,-15836239.590216992,-870463.063829354,21039263.34448676,-2693707.645607686,-4299441.696478379,3852213.6016885927,21906537.26375969,21906134.2833385,402.98042119294405,402.98042119294405,39.0,38.61974881489282,310.7926324718524
1097.0,17,GPS_17_GPS_L1,10737861.932810768,-13746560.23419418,20436796.9752464,-2693707.645607686,-4299441.696478379,3852213.6016885927,23339292.063232157,23338884.199550748,407.863681409508,407.863681409508,33.4,27.471267842998973,52.36262941970227
1097.0,19,GPS_19_GPS_L1,2260943.9422000595,-14509708.52185183,21830645.482745416,-2693707.645607686,-4299441.696478379,3852213.6016885927,21261219.69252523,21260812.16472428,407.52780095115304,407.52780095115304,42.3,47.60841856344539,42.152741699405645
1097.0,24,GPS_24_GPS_L1,-20491123.1752017,-10953730.54376478,12994039.183048448,-2693707.645607686,-4299441.696478379,3852213.6016885927,21085958.64694856,21085552.74485731,405.90209124982357,405.90209124982357,39.9,56.28431760263821,260.65798177753345
1097.0,25,GPS_25_GPS_L1,-17709841.524085276,10035264.522959923,16674889.021503676,-2693707.645607686,-4299441.696478379,3852213.6016885927,24401005.164762825,24400595.975834187,409.1889286376536,409.1889286376536,30.4,10.55633442427571,302.0316435533302
1097.0,28,GPS_28_GPS_L1,12152407.318737492,-23608348.667655747,2710433.2158445194,-2693707.645607686,-4299441.696478379,3852213.6016885927,24383691.416274432,24383286.907339502,404.5089349299669,404.5089349299669,32.7,14.352018766952272,104.85751725579767
1097.0,2,GPS_2_GPS_L1,-13033749.25959658,-22696705.528912403,5322529.873243978,-2693707.645607686,-4299441.696478379,3852213.6016885927,21155493.17448971,21155084.661556136,408.5129335746169,408.5129335746169,39.0,56.498093230653794,175.06041869664202
1097.0,6,GPS_6_GPS_L1,-3984975.620108486,-22348866.36400693,13801215.428189613,-2693707.645607686,-4299441.696478379,3852213.6016885927,20650630.988270752,20650223.755554806,407.23271594569087,407.23271594569087,37.9,65.1513234238641,101.97672996630064
1098.0,12,GPS_12_GPS_L1,-15834944.79344337,-872861.8939229166,21040144.20266341,-2693711.845164627,-4299455.152525825,3852192.8039438697,21906083.0760941,21905689.170751393,393.9053427055478,393.9053427055478,39.3,38.62589585497637,310.79771907941625
1098.0,17,GPS_17_GPS_L1,10740359.4905124,-13746518.861660112,20435480.671807934,-2693711.845164627,-4299455.152525825,3852192.8039438697,23339779.828562524,23339381.351804264,398.4767582602799,398.4767582602799,32.7,27.46530396149576,52.36650595132253
1098.0,19,GPS_19_GPS_L1,2263780.64027103,-14509603.345920123,21830422.596821964,-2693711.845164627,-4299455.152525825,3852192.8039438697,21261648.396367844,21261246.53823838,401.85812946408987,401.85812946408987,42.1,47.60137520532559,42.15733915056151
