t,satellite_id,Svid,residual_m,abs_residual_m,cn0_db_hz,elevation_deg
393.0,GPS_28_GPS_L1,28,7.642063248902559,7.642063248902559,37.1,17.881013616627424
393.0,GPS_2_GPS_L1,2,-3.966794189065695,3.966794189065695,34.5,50.60876907919205
393.0,GPS_6_GPS_L1,6,1.8691722489893436,1.8691722489893436,39.2,63.47822521499885
394.0,GPS_12_GPS_L1,12,4.212029911577702,4.212029911577702,33.6,34.27879826425474
394.0,GPS_17_GPS_L1,17,-9.917246200144291,9.917246200144291,26.5,31.650631462759115
394.0,GPS_19_GPS_L1,19,9.448581919074059,9.448581919074059,36.7,52.53263989886866
394.0,GPS_24_GPS_L1,24,-6.4705265164375305,6.4705265164375305,40.1,56.451245729287415
394.0,GPS_28_GPS_L1,28,2.645659562200308,2.645659562200308,37.3,17.876019066289828
394.0,GPS_2_GPS_L1,2,1.313532967120409,1.313532967120409,34.2,50.61708112868988
394.0,GPS_6_GPS_L1,6,-1.2320316210389137,1.2320316210389137,39.7,63.48165926331549
395.0,GPS_12_GPS_L1,12,5.522953879088163,5.522953879088163,33.4,34.28488645606824
395.0,GPS_17_GPS_L1,17,-18.710709918290377,18.710709918290377,25.4,31.64456390161273
395.0,GPS_19_GPS_L1,19,16.121490065008402,16.121490065008402,37.7,52.52550034187404
395.0,GPS_24_GPS_L1,24,-6.91184052079916,6.91184052079916,40.1,56.45190858095268
395.0,GPS_28_GPS_L1,28,6.910718593746424,6.910718593746424,37.7,17.87101544148175
395.0,GPS_2_GPS_L1,2,-1.4360355213284492,1.4360355213284492,34.7,50.62540820782388
395.0,GPS_6_GPS_L1,6,-1.4965765960514545,1.4965765960514545,39.9,63.48508814448541
396.0,GPS_12_GPS_L1,12,6.353687688708305,6.353687688708305,31.9,34.290993578365025
396.0,GPS_17_GPS_L1,17,-25.093602761626244,25.093602761626244,23.8,31.63853088354921
396.0,GPS_19_GPS_L1,19,20.700681012123823,20.700681012123823,36.9,52.51840188205493
396.0,GPS_24_GPS_L1,24,-6.8469484113156796,6.8469484113156796,40.1,56.45256093845944
396.0,GPS_28_GPS_L1,28,10.164408378303051,10.164408378303051,38.0,17.866015337652676
396.0,GPS_2_GPS_L1,2,-3.841741856187582,3.841741856187582,33.8,50.63369562004159
396.0,GPS_6_GPS_L1,6,-1.4364840313792229,1.4364840313792229,39.1,63.4885059091148
397.0,GPS_12_GPS_L1,12,5.280682519078255,5.280682519078255,33.4,34.29708940614112
397.0,GPS_17_GPS_L1,17,-25.247770879417658,25.247770879417658,23.8,31.632484174831283
397.0,GPS_19_GPS_L1,19,19.223597962409258,19.223597962409258,37.4,52.51128699951988
397.0,GPS_24_GPS_L1,24,-3.904686536639929,3.904686536639929,40.6,56.45321027894901
397.0,GPS_28_GPS_L1,28,11.393211778253317,11.393211778253317,38.8,17.86101475369236
397.0,GPS_2_GPS_L1,2,-6.644929464906454,6.644929464906454,35.2,50.641999488405794
397.0,GPS_6_GPS_L1,6,-0.10010536760091782,0.10010536760091782,39.5,63.491926499949344
398.0,GPS_12_GPS_L1,12,2.2363598458468914,2.2363598458468914,33.3,34.30318672231905
398.0,GPS_17_GPS_L1,17,-11.696109749376774,11.696109749376774,24.8,31.6264527196704
398.0,GPS_19_GPS_L1,19,11.69108509272337,11.69108509272337,36.9,52.50418555103047
398.0,GPS_24_GPS_L1,24,-3.32583661749959,3.32583661749959,40.3,56.45385253703626
398.0,GPS_28_GPS_L1,28,4.420976139605045,4.420976139605045,38.6,17.85602931931855
398.0,GPS_2_GPS_L1,2,0.07960154116153717,0.07960154116153717,35.4,50.65030753032883
398.0,GPS_6_GPS_L1,6,-3.4060762710869312,3.4060762710869312,40.0,63.4953562467484
399.0,GPS_12_GPS_L1,12,3.280661191791296,3.280661191791296,32.8,34.309283403846216
399.0,GPS_17_GPS_L1,17,-9.249267268925905,9.249267268925905,24.3,31.62038702004743
399.0,GPS_19_GPS_L1,19,8.299586154520512,8.299586154520512,37.0,52.497048603590834
399.0,GPS_24_GPS_L1,24,-4.581958446651697,4.581958446651697,39.9,56.454511391076245
399.0,GPS_28_GPS_L1,28,3.000361230224371,3.000361230224371,38.0,17.851022687352398
399.0,GPS_2_GPS_L1,2,0.11857757344841957,0.11857757344841957,34.0,50.65863277369003
399.0,GPS_6_GPS_L1,6,-0.8679604381322861,0.8679604381322861,39.8,63.49876906484644
400.0,GPS_12_GPS_L1,12,-1.6510762348771095,1.6510762348771095,32.1,34.3153800761589
400.0,GPS_17_GPS_L1,17,5.928444802761078,5.928444802761078,25.7,31.614363935877897
400.0,GPS_19_GPS_L1,19,-2.701565459370613,2.701565459370613,36.6,52.489959454315816
400.0,GPS_24_GPS_L1,24,0.39969687536358833,0.39969687536358833,40.0,56.45513855427879
400.0,GPS_28_GPS_L1,28,-3.0826054997742176,3.0826054997742176,38.2,17.846032829032854
400.0,GPS_2_GPS_L1,2,3.4008657075464725,3.4008657075464725,34.4,50.66692026858681
400.0,GPS_6_GPS_L1,6,-2.293760199099779,2.293760199099779,39.4,63.50218789561272
401.0,GPS_12_GPS_L1,12,0.30941975116729736,0.30941975116729736,33.9,34.321479444333846
401.0,GPS_17_GPS_L1,17,6.88793033733964,6.88793033733964,23.4,31.608339527318744
401.0,GPS_19_GPS_L1,19,-4.5593980848789215,4.5593980848789215,34.8,52.48286700659776
401.0,GPS_24_GPS_L1,24,-2.393712192773819,2.393712192773819,39.5,56.45576885102743
401.0,GPS_28_GPS_L1,28,-4.301145199686289,4.301145199686289,37.9,17.841046446810406
401.0,GPS_2_GPS_L1,2,4.003864448517561,4.003864448517561,34.7,50.67521812467294
401.0,GPS_6_GPS_L1,6,0.053040921688079834,0.053040921688079834,39.4,63.5056071010408
402.0,GPS_12_GPS_L1,12,-1.1401781290769577,1.1401781290769577,33.1,34.32757757334124
402.0,GPS_17_GPS_L1,17,-3.778169732540846,3.778169732540846,26.5,31.60229652500808
402.0,GPS_19_GPS_L1,19,2.196666643023491,2.196666643023491,35.3,52.47575419094236
402.0,GPS_24_GPS_L1,24,3.1803719587624073,3.1803719587624073,39.8,56.4564074366606
402.0,GPS_28_GPS_L1,28,2.9943007864058018,2.9943007864058018,38.1,17.83605151396197
402.0,GPS_2_GPS_L1,2,-3.3228747062385082,3.3228747062385082,33.5,50.68353054012165
402.0,GPS_6_GPS_L1,6,-0.13011683523654938,0.13011683523654938,39.1,63.50901911941144
403.0,GPS_12_GPS_L1,12,2.4445427246391773,2.4445427246391773,34.3,34.33366650371974
403.0,GPS_17_GPS_L1,17,-3.193122211843729,3.193122211843729,25.4,31.596213836124647
403.0,GPS_19_GPS_L1,19,-0.38539887964725494,0.38539887964725494,35.8,52.468597246276
403.0,GPS_24_GPS_L1,24,-1.6393079496920109,1.6393079496920109,39.6,56.4570611042739
403.0,GPS_28_GPS_L1,28,1.4544156305491924,1.4544156305491924,38.9,17.831041569616914
403.0,GPS_2_GPS_L1,2,-2.806531347334385,2.806531347334385,34.1,50.69187603430883
403.0,GPS_6_GPS_L1,6,4.1254020370543,4.1254020370543,39.5,63.51242375493068
404.0,GPS_12_GPS_L1,12,-0.28886331990361214,0.28886331990361214,34.5,34.33975655417347
404.0,GPS_17_GPS_L1,17,0.06923282146453857,0.06923282146453857,23.6,31.59017711728557
404.0,GPS_19_GPS_L1,19,-0.3210594430565834,0.3210594430565834,35.5,52.46149151049758
404.0,GPS_24_GPS_L1,24,0.6615531109273434,0.6615531109273434,40.0,56.45768227815616
404.0,GPS_28_GPS_L1,28,0.2118772678077221,0.2118772678077221,39.2,17.826050411878626
404.0,GPS_2_GPS_L1,2,-0.5183607712388039,0.5183607712388039,33.9,50.700182563921686
404.0,GPS_6_GPS_L1,6,0.18562033772468567,0.18562033772468567,39.2,63.51583550430131
405.0,GPS_12_GPS_L1,12,-10.325680080801249,10.325680080801249,34.0,34.34585347510467
405.0,GPS_17_GPS_L1,17,-2.934249073266983,2.934249073266983,23.2,31.584110398232728
405.0,GPS_19_GPS_L1,19,3.625554598867893,3.625554598867893,35.1,52.454354137755786
405.0,GPS_24_GPS_L1,24,-4.299121227115393,4.299121227115393,39.1,56.458325617524686
405.0,GPS_25_GPS_L1,25,9.858541175723076,9.858541175723076,20.1,6.686201718552492
405.0,GPS_28_GPS_L1,28,-5.032464504241943,5.032464504241943,38.7,17.821040520941466
405.0,GPS_2_GPS_L1,2,-2.570998005568981,2.570998005568981,33.0,50.70850748400996
405.0,GPS_6_GPS_L1,6,11.67841712012887,11.67841712012887,38.3,63.51922973086968
406.0,GPS_12_GPS_L1,12,-21.916734717786312,21.916734717786312,33.1,34.35195185013742
406.0,GPS_17_GPS_L1,17,14.29230785369873,14.29230785369873,22.4,31.578075926782144
406.0,GPS_19_GPS_L1,19,-4.2413903176784515,4.2413903176784515,34.4,52.44725170168091
406.0,GPS_24_GPS_L1,24,-1.0578481703996658,1.0578481703996658,39.0,56.45894722114886
406.0,GPS_25_GPS_L1,25,14.21476100757718,14.21476100757718,19.5,6.691719892118481
406.0,GPS_28_GPS_L1,28,-15.510565888136625,15.510565888136625,38.8,17.816046186738753
406.0,GPS_2_GPS_L1,2,4.226686034351587,4.226686034351587,32.6,50.716809891225225
406.0,GPS_6_GPS_L1,6,9.992784209549427,9.992784209549427,37.9,63.5226303729925
407.0,GPS_12_GPS_L1,12,-24.696544032543898,24.696544032543898,33.8,34.35806486658303
407.0,GPS_17_GPS_L1,17,11.224261105060577,11.224261105060577,22.5,31.572060657772
407.0,GPS_19_GPS_L1,19,1.7234746515750885,1.7234746515750885,35.8,52.440174390980346
407.0,GPS_24_GPS_L1,24,0.7900269702076912,0.7900269702076912,40.0,56.45956294251881
407.0,GPS_25_GPS_L1,25,14.71216819062829,14.71216819062829,19.3,6.697247482151769
407.0,GPS_28_GPS_L1,28,-14.126758977770805,14.126758977770805,39.9,17.811046942337136
407.0,GPS_2_GPS_L1,2,5.320690147578716,5.320690147578716,33.0,50.72508006748502
407.0,GPS_6_GPS_L1,6,5.052681937813759,5.052681937813759,37.7,63.52601583409443
408.0,GPS_12_GPS_L1,12,-19.660053096711636,19.660053096711636,34.5,34.364153413555314
408.0,GPS_17_GPS_L1,17,18.376007542014122,18.376007542014122,19.6,31.565966007109708
408.0,GPS_19_GPS_L1,19,-7.13519287109375,7.13519287109375,34.8,52.43299995416672
408.0,GPS_24_GPS_L1,24,-0.30202794820070267,0.30202794820070267,41.0,56.46021651876226
408.0,GPS_25_GPS_L1,25,11.662573032081127,11.662573032081127,21.0,6.702767346048935
408.0,GPS_28_GPS_L1,28,-16.060300562530756,16.060300562530756,39.6,17.80604216991026
408.0,GPS_2_GPS_L1,2,6.685946192592382,6.685946192592382,34.0,50.73345720955079
408.0,GPS_6_GPS_L1,6,6.433047685772181,6.433047685772181,38.2,63.52941490735404
409.0,GPS_12_GPS_L1,12,-20.996563900262117,20.996563900262117,33.5,34.37026379806343
409.0,GPS_17_GPS_L1,17,-8.31840856000781,8.31840856000781,22.2,31.55995234513496
409.0,GPS_19_GPS_L1,19,12.16206031292677,12.16206031292677,34.2,52.42591972567265
409.0,GPS_24_GPS_L1,24,-5.5353327095508575,5.5353327095508575,41.1,56.46082916818757
409.0,GPS_25_GPS_L1,25,17.877031303942204,17.877031303942204,21.3,6.708295335555641
409.0,GPS_28_GPS_L1,28,-7.349681429564953,7.349681429564953,38.6,17.80105609775065
409.0,GPS_2_GPS_L1,2,-3.7547260150313377,3.7547260150313377,34.2,50.7417486596308
409.0,GPS_6_GPS_L1,6,15.915620993822813,15.915620993822813,38.2,63.532808702204825
410.0,GPS_12_GPS_L1,12,-6.7919595167040825,6.7919595167040825,34.1,34.37635079346642
410.0,GPS_17_GPS_L1,17,-12.29750106856227,12.29750106856227,21.4,31.55388768156058
410.0,GPS_19_GPS_L1,19,10.828258655965328,10.828258655965328,33.7,52.418781916569074
410.0,GPS_24_GPS_L1,24,0.13509903103113174,0.13509903103113174,39.9,56.46145182251389
410.0,GPS_25_GPS_L1,25,5.926868673413992,5.926868673413992,19.1,6.713807529871859
410.0,GPS_28_GPS_L1,28,3.0218660049140453,3.0218660049140453,38.1,17.79605544898411
410.0,GPS_2_GPS_L1,2,-5.7626124285161495,5.7626124285161495,33.4,50.75008543753195
410.0,GPS_6_GPS_L1,6,4.939980648458004,4.939980648458004,37.0,63.53620159809262
411.0,GPS_12_GPS_L1,12,-12.656443487852812,12.656443487852812,34.2,34.382452673468165
411.0,GPS_19_GPS_L1,19,4.000685077160597,4.000685077160597,33.6,52.41164086112336
411.0,GPS_24_GPS_L1,24,0.8079923093318939,0.8079923093318939,39.9,56.462085092635874
411.0,GPS_25_GPS_L1,25,8.274179335683584,8.274179335683584,20.1,6.719331925802179
411.0,GPS_28_GPS_L1,28,-4.43344759196043,4.43344759196043,38.9,17.791034672679267
411.0,GPS_2_GPS_L1,2,-0.8513998202979565,0.8513998202979565,32.0,50.75840582043142
411.0,GPS_6_GPS_L1,6,4.858434181660414,4.858434181660414,37.4,63.53956911148729
412.0,GPS_12_GPS_L1,12,-2.682955041527748,2.682955041527748,33.0,34.38855536452096
412.0,GPS_17_GPS_L1,17,3.774417817592621,3.774417817592621,20.6,31.54178650168586
412.0,GPS_19_GPS_L1,19,-3.3653203696012497,3.3653203696012497,34.0,52.404544205438334
412.0,GPS_24_GPS_L1,24,0.6634012125432491,0.6634012125432491,39.3,56.46269206397039
412.0,GPS_25_GPS_L1,25,1.5901530012488365,1.5901530012488365,21.4,6.724854032739407
412.0,GPS_28_GPS_L1,28,-2.407522603869438,2.407522603869438,36.3,17.786042003285935
412.0,GPS_2_GPS_L1,2,-0.24869610369205475,0.24869610369205475,32.2,50.76670810939375
412.0,GPS_6_GPS_L1,6,2.676522094756365,2.676522094756365,37.4,63.54295365431496
413.0,GPS_12_GPS_L1,12,-14.98568132519722,14.98568132519722,33.1,34.39465599439978
413.0,GPS_17_GPS_L1,17,0.6962171532213688,0.6962171532213688,25.5,31.535739847746907
413.0,GPS_19_GPS_L1,19,5.751725509762764,5.751725509762764,33.8,52.397425870947366
413.0,GPS_24_GPS_L1,24,-1.6157742068171501,1.6157742068171501,39.3,56.4633087898526
413.0,GPS_25_GPS_L1,25,10.42662988230586,10.42662988230586,19.7,6.730377763216644
413.0,GPS_28_GPS_L1,28,-6.937638819217682,6.937638819217682,36.4,17.781047105765943
413.0,GPS_2_GPS_L1,2,1.4842921793460846,1.4842921793460846,33.7,50.77503467128515
413.0,GPS_6_GPS_L1,6,5.1802296079695225,5.1802296079695225,36.5,63.54633722046443
414.0,GPS_12_GPS_L1,12,-5.6777592077851295,5.6777592077851295,33.3,34.4007704218108
414.0,GPS_17_GPS_L1,17,-4.760965887457132,4.760965887457132,24.6,31.529719789961963
414.0,GPS_19_GPS_L1,19,5.500871416181326,5.500871416181326,34.5,52.39033897757795
414.0,GPS_24_GPS_L1,24,-0.2806582413613796,0.2806582413613796,39.3,56.463916111302325
414.0,GPS_25_GPS_L1,25,4.420242190361023,4.420242190361023,18.7,6.73591038553313
414.0,GPS_28_GPS_L1,28,-0.17907945066690445,0.17907945066690445,36.0,17.77605555307358
414.0,GPS_2_GPS_L1,2,-1.9483516104519367,1.9483516104519367,33.5,50.78333162377683
414.0,GPS_6_GPS_L1,6,2.9257007837295532,2.9257007837295532,36.6,63.54971271364244
415.0,GPS_12_GPS_L1,12,-5.462715804576874,5.462715804576874,33.5,34.40686171061318
415.0,GPS_17_GPS_L1,17,-2.1065445318818092,2.1065445318818092,25.4,31.52364952024971
415.0,GPS_19_GPS_L1,19,5.34624157845974,5.34624157845974,33.8,52.38319287300426
415.0,GPS_24_GPS_L1,24,-4.212840985506773,4.212840985506773,39.1,56.46453636157778
415.0,GPS_25_GPS_L1,25,5.220934547483921,5.220934547483921,20.0,6.741429057619809
415.0,GPS_28_GPS_L1,28,-3.405226245522499,3.405226245522499,35.9,17.771056255170308
415.0,GPS_2_GPS_L1,2,2.03519719094038,2.03519719094038,32.9,50.79168510842091
415.0,GPS_6_GPS_L1,6,2.5849542431533337,2.5849542431533337,36.6,63.553093690619725
416.0,GPS_12_GPS_L1,12,-6.866974040865898,6.866974040865898,32.7,34.41297744243796
416.0,GPS_17_GPS_L1,17,-10.832745414227247,10.832745414227247,26.7,31.517641085146035
416.0,GPS_19_GPS_L1,19,10.349030271172523,10.349030271172523,34.3,52.37612038755105
416.0,GPS_24_GPS_L1,24,-0.7861697487533092,0.7861697487533092,39.0,56.465130046143045
416.0,GPS_25_GPS_L1,25,6.070590950548649,6.070590950548649,18.4,6.746960466075128
416.0,GPS_28_GPS_L1,28,1.8373836427927017,1.8373836427927017,36.4,17.766065158548166
416.0,GPS_2_GPS_L1,2,-4.347401235252619,4.347401235252619,32.2,50.79996604298827
416.0,GPS_6_GPS_L1,6,4.57628558576107,4.57628558576107,36.2,63.55646201384938
417.0,GPS_12_GPS_L1,12,2.366467021405697,2.366467021405697,34.4,34.41906538979928
417.0,GPS_17_GPS_L1,17,-10.087977804243565,10.087977804243565,26.3,31.51156765500708
417.0,GPS_19_GPS_L1,19,8.493332486599684,8.493332486599684,35.7,52.36897381360405
417.0,GPS_24_GPS_L1,24,-2.5451436825096607,2.5451436825096607,39.4,56.46574021262457
417.0,GPS_28_GPS_L1,28,4.125818315893412,4.125818315893412,37.5,17.761056969905383
417.0,GPS_2_GPS_L1,2,-1.4793588109314442,1.4793588109314442,32.0,50.80830820195144
417.0,GPS_6_GPS_L1,6,-0.8731375262141228,0.8731375262141228,35.7,63.55983056082972
418.0,GPS_12_GPS_L1,12,2.5887534581124783,2.5887534581124783,34.0,34.42517818066512
418.0,GPS_17_GPS_L1,17,-20.04029208049178,20.04029208049178,25.3,31.50553711528022
418.0,GPS_19_GPS_L1,19,14.829696722328663,14.829696722328663,36.8,52.36187672050212
418.0,GPS_24_GPS_L1,24,-0.054743096232414246,0.054743096232414246,39.6,56.46634079473189
418.0,GPS_28_GPS_L1,28,10.054693151265383,10.054693151265383,37.3,17.75605691720843
418.0,GPS_2_GPS_L1,2,-7.079339299350977,7.079339299350977,32.3,50.81660842344292
418.0,GPS_6_GPS_L1,6,-0.29876886308193207,0.29876886308193207,36.3,63.56318968411108
419.0,GPS_12_GPS_L1,12,-19.324917905032635,19.324917905032635,32.4,34.431283668965214
419.0,GPS_17_GPS_L1,17,-8.104456476867199,8.104456476867199,24.9,31.49948148277667
419.0,GPS_19_GPS_L1,19,14.35296643152833,14.35296643152833,36.2,52.354752607485246
419.0,GPS_24_GPS_L1,24,-3.6114766001701355,3.6114766001701355,39.8,56.46694752656667
419.0,GPS_25_GPS_L1,25,14.942232191562653,14.942232191562653,17.7,6.763532684355393
419.0,GPS_28_GPS_L1,28,-5.69166624546051,5.69166624546051,37.4,17.751045327076195
419.0,GPS_2_GPS_L1,2,-1.018766913563013,1.018766913563013,33.1,50.82492535971799
419.0,GPS_6_GPS_L1,6,8.456085540354252,8.456085540354252,36.8,63.56654142783983
420.0,GPS_12_GPS_L1,12,1.0214287377893925,1.0214287377893925,32.8,34.43740264225157
420.0,GPS_17_GPS_L1,17,-11.289797145873308,11.289797145873308,25.3,31.49349134091143
420.0,GPS_19_GPS_L1,19,9.164274588227272,9.164274588227272,36.0,52.34769987579664
420.0,GPS_24_GPS_L1,24,0.17379717528820038,0.17379717528820038,39.2,56.4675222620299
420.0,GPS_28_GPS_L1,28,5.617935549467802,5.617935549467802,36.9,17.746062188537692
420.0,GPS_2_GPS_L1,2,-3.370269298553467,3.370269298553467,32.0,50.83319530573363
420.0,GPS_6_GPS_L1,6,-1.3173696212470531,1.3173696212470531,36.0,63.56990309931543
421.0,GPS_12_GPS_L1,12,3.31881045922637,3.31881045922637,31.7,34.44350408892047
421.0,GPS_17_GPS_L1,17,-13.25751381367445,13.25751381367445,25.4,31.487447120142864
421.0,GPS_19_GPS_L1,19,11.374675013124943,11.374675013124943,35.9,52.34058572504762
421.0,GPS_24_GPS_L1,24,-2.956517167389393,2.956517167389393,39.1,56.468115516263104
421.0,GPS_25_GPS_L1,25,-0.4037576951086521,0.4037576951086521,16.6,6.774588717658404
421.0,GPS_28_GPS_L1,28,5.717132516205311,5.717132516205311,36.7,17.7410630612331
421.0,GPS_2_GPS_L1,2,-1.741283379495144,1.741283379495144,32.6,50.84151575554775
421.0,GPS_6_GPS_L1,6,-2.0515459328889847,2.0515459328889847,36.1,63.57326107112207
422.0,GPS_12_GPS_L1,12,-1.0397588647902012,1.0397588647902012,31.4,34.449609247562215
422.0,GPS_17_GPS_L1,17,-5.70522066950798,5.70522066950798,29.1,31.48140234561641
422.0,GPS_19_GPS_L1,19,7.103080783039331,7.103080783039331,37.1,52.33347216174296
422.0,GPS_24_GPS_L1,24,1.0927498303353786,1.0927498303353786,39.5,56.46870866622539
422.0,GPS_28_GPS_L1,28,2.8189571648836136,2.8189571648836136,37.8,17.73605963511663
422.0,GPS_2_GPS_L1,2,0.008345846086740494,0.008345846086740494,32.4,50.84983171795872
422.0,GPS_6_GPS_L1,6,-4.278154090046883,4.278154090046883,36.5,63.5766112358611
423.0,GPS_12_GPS_L1,12,1.1218627206981182,1.1218627206981182,32.8,34.45571020885604
423.0,GPS_17_GPS_L1,17,-16.044088412076235,16.044088412076235,23.9,31.475368313736496
423.0,GPS_19_GPS_L1,19,15.330809634178877,15.330809634178877,38.2,52.3263698913506
423.0,GPS_24_GPS_L1,24,-0.740691252052784,0.740691252052784,39.4,56.46928865282838
423.0,GPS_28_GPS_L1,28,7.355182811617851,7.355182811617851,37.8,17.731063161927178
423.0,GPS_2_GPS_L1,2,-2.2920350208878517,2.2920350208878517,33.0,50.85814159093827
423.0,GPS_6_GPS_L1,6,-4.731040466576815,4.731040466576815,37.2,63.57996497630581
424.0,GPS_12_GPS_L1,12,-15.780597750097513,15.780597750097513,33.6,34.461818982043425
424.0,GPS_17_GPS_L1,17,24.44403201714158,24.44403201714158,21.7,31.46936469171807
424.0,GPS_19_GPS_L1,19,-7.727773383259773,7.727773383259773,37.5,52.319301393631285
424.0,GPS_24_GPS_L1,24,-1.452185496687889,1.452185496687889,39.2,56.46985307230533
424.0,GPS_25_GPS_L1,25,7.347679972648621,7.347679972648621,17.4,6.791161183933563
424.0,GPS_28_GPS_L1,28,-17.830504946410656,17.830504946410656,36.9,17.726077849357303
424.0,GPS_2_GPS_L1,2,14.975530080497265,14.975530080497265,33.1,50.86642702177202
424.0,GPS_6_GPS_L1,6,-3.976180497556925,3.976180497556925,37.2,63.583319528825136
425.0,GPS_12_GPS_L1,12,-0.70945605635643,0.70945605635643,32.6,34.46790153069212
425.0,GPS_17_GPS_L1,17,-1.6868511140346527,1.6868511140346527,20.0,31.46325884794601
425.0,GPS_19_GPS_L1,19,5.487930979579687,5.487930979579687,36.7,52.31211693658413
425.0,GPS_24_GPS_L1,24,-1.2699687704443932,1.2699687704443932,38.5,56.47046157356586
425.0,GPS_28_GPS_L1,28,-0.13172493129968643,0.13172493129968643,36.3,17.721060686238463
425.0,GPS_2_GPS_L1,2,3.7438884638249874,3.7438884638249874,31.9,50.87480766342311
425.0,GPS_6_GPS_L1,6,-5.433818582445383,5.433818582445383,36.6,63.58666553817449
426.0,GPS_12_GPS_L1,12,-16.674207787960768,16.674207787960768,31.9,34.474025115954696
426.0,GPS_17_GPS_L1,17,70.34000147879124,70.34000147879124,19.0,31.457248138238697
426.0,GPS_19_GPS_L1,19,-42.978411346673965,42.978411346673965,37.2,52.30504315235724
426.0,GPS_24_GPS_L1,24,7.090472254902124,7.090472254902124,37.8,56.47103678850858
426.0,GPS_28_GPS_L1,28,-34.33334080502391,34.33334080502391,35.8,17.716062228681448
426.0,GPS_2_GPS_L1,2,29.660181503742933,29.660181503742933,32.7,50.88308903437194
426.0,GPS_6_GPS_L1,6,-13.104695290327072,13.104695290327072,36.9,63.589998912342665
427.0,GPS_12_GPS_L1,12,1.8718280047178268,1.8718280047178268,32.2,34.480126581808506
427.0,GPS_19_GPS_L1,19,3.7213177122175694,3.7213177122175694,37.5,52.297938246319866
427.0,GPS_24_GPS_L1,24,-5.723593808710575,5.723593808710575,38.5,56.471609051263165
427.0,GPS_28_GPS_L1,28,-2.311513900756836,2.311513900756836,36.5,17.711066695128117
427.0,GPS_2_GPS_L1,2,5.987067859619856,5.987067859619856,33.4,50.89140591835963
427.0,GPS_6_GPS_L1,6,-3.545105867087841,3.545105867087841,37.6,63.59334328098416
428.0,GPS_12_GPS_L1,12,-25.72912598401308,25.72912598401308,33.8,34.4862403219468
428.0,GPS_17_GPS_L1,17,-9.69996066018939,9.69996066018939,21.4,31.44516347182394
428.0,GPS_19_GPS_L1,19,18.283370457589626,18.283370457589626,37.7,52.29081850238644
428.0,GPS_24_GPS_L1,24,-11.343665845692158,11.343665845692158,38.6,56.47219968572709
428.0,GPS_25_GPS_L1,25,22.735215943306684,22.735215943306684,15.3,6.813273144818358
428.0,GPS_28_GPS_L1,28,-11.602847281843424,11.602847281843424,35.6,17.706062462192758
428.0,GPS_2_GPS_L1,2,0.791211374104023,0.791211374104023,31.6,50.89973520375917
428.0,GPS_6_GPS_L1,6,16.56580200046301,16.56580200046301,37.5,63.59667522390108
429.0,GPS_12_GPS_L1,12,-0.9162910394370556,0.9162910394370556,33.1,34.49235566400107
429.0,GPS_17_GPS_L1,17,-0.6049293950200081,0.6049293950200081,21.6,31.43914589109092
429.0,GPS_19_GPS_L1,19,5.961756337434053,5.961756337434053,37.8,52.28373593918484
429.0,GPS_24_GPS_L1,24,-2.0107537247240543,2.0107537247240543,38.9,56.47276512659489
429.0,GPS_28_GPS_L1,28,-1.083784006536007,1.083784006536007,34.9,17.701065332686483
429.0,GPS_2_GPS_L1,2,5.605298649519682,5.605298649519682,33.1,50.90802802700957
429.0,GPS_6_GPS_L1,6,-6.951296824961901,6.951296824961901,36.5,63.60000569664512
430.0,GPS_12_GPS_L1,12,-3.1216130442917347,3.1216130442917347,33.3,34.49845169358843
430.0,GPS_17_GPS_L1,17,17.66962867975235,17.66962867975235,22.0,31.43309841172217
430.0,GPS_19_GPS_L1,19,-10.01853684335947,10.01853684335947,36.7,52.27662012647309
430.0,GPS_24_GPS_L1,24,-0.5771348886191845,0.5771348886191845,38.0,56.47332945977092
430.0,GPS_28_GPS_L1,28,-9.471975516527891,9.471975516527891,36.2,17.6960594388909
430.0,GPS_2_GPS_L1,2,9.255847834050655,9.255847834050655,31.4,50.91634460999573
430.0,GPS_6_GPS_L1,6,-3.736216202378273,3.736216202378273,36.7,63.60333571657941
431.0,GPS_12_GPS_L1,12,-2.1209871545434,2.1209871545434,32.7,34.50455764621216
431.0,GPS_17_GPS_L1,17,7.6011967696249485,7.6011967696249485,24.4,31.42705631235048
431.0,GPS_19_GPS_L1,19,0.6731342300772667,0.6731342300772667,35.9,52.2695091727334
431.0,GPS_24_GPS_L1,24,-2.2711111456155777,2.2711111456155777,37.7,56.473898639554974
431.0,GPS_28_GPS_L1,28,-5.393523544073105,5.393523544073105,34.6,17.691056550648383
431.0,GPS_2_GPS_L1,2,9.340955268591642,9.340955268591642,33.2,50.92466331094764
431.0,GPS_6_GPS_L1,6,-7.829664424061775,7.829664424061775,34.9,63.60666223731034
432.0,GPS_12_GPS_L1,12,-2.5711211413145065,2.5711211413145065,30.8,34.51066359109716
432.0,GPS_17_GPS_L1,17,3.302633821964264,3.302633821964264,21.4,31.421031900723623
432.0,GPS_19_GPS_L1,19,1.8302101641893387,1.8302101641893387,36.6,52.26241937020955
432.0,GPS_24_GPS_L1,24,0.8110224902629852,0.8110224902629852,38.8,56.47445128329013
432.0,GPS_28_GPS_L1,28,-1.9892469570040703,1.9892469570040703,35.2,17.686057088564226
432.0,GPS_2_GPS_L1,2,4.564055051654577,4.564055051654577,33.5,50.93296035462566
