t,satellite_count,mean_cn0_db_hz,median_cn0_db_hz,min_cn0_db_hz,mean_elevation_deg,median_elevation_deg,min_elevation_deg,weak_signal_count,very_weak_signal_count,low_elevation_count,very_low_elevation_count,position_error_m
485.0,8,34.8,36.8,20.2,39.25362596776651,43.10430945103231,7.128786996584919,0,0,1,1,39.18243083494556
486.0,8,34.575,35.4,21.5,39.25431068824126,43.11152020409412,7.134333719572018,0,0,1,1,50.48188824955487
487.0,8,35.15,36.0,23.0,39.25499600133611,43.118742246498655,7.139875498697928,0,0,1,1,39.63090607573864
488.0,8,35.35,36.55,21.2,39.25568063135075,43.125967103539224,7.145423050604881,0,0,1,1,40.31163532988808
489.0,8,35.9625,36.8,22.8,39.256358395547664,43.1332011199102,7.150967940447887,0,0,1,1,43.46538431787405
490.0,8,35.2125,35.9,19.2,39.25704333350933,43.140424487747865,7.1565150016573424,1,0,1,1,40.45234053998882
491.0,8,34.5,34.65,19.8,39.25772750755509,43.147641081541906,7.162059470658182,1,0,1,1,39.18933760447581
492.0,8,34.75,35.9,20.0,39.25840380735351,43.15487341955574,7.167604783935078,0,0,1,1,55.28023524990797
493.0,8,35.2375,35.8,21.5,39.259085545429635,43.16209296837903,7.173154445650673,0,0,1,1,61.50311219359078
494.0,8,34.8125,35.95,19.1,39.25976067206647,43.169318941307914,7.178702339441408,1,0,1,1,46.52886960596707
495.0,7,36.58571428571429,36.5,33.2,43.84276110838724,51.45696693141004,17.370787877045032,0,0,0,0,33.17639277956424
496.0,7,36.471428571428575,36.2,33.8,43.842736024781196,51.46533537462953,17.3657673721903,0,0,0,0,30.056643340586685
497.0,7,36.957142857142856,36.4,34.3,43.84272002189154,51.47362394034822,17.360758308652365,0,0,0,0,31.707200284304616
498.0,7,36.871428571428574,36.4,33.6,43.842704478638,51.48191104225122,17.355750319323715,0,0,0,0,27.826469206808195
499.0,8,34.275000000000006,35.85,17.8,39.26315374112271,43.20544236193414,7.206441481588526,1,0,1,1,34.11811430217502
500.0,7,36.114285714285714,36.0,32.9,43.84266797692853,51.49857714207997,17.345740533446065,0,0,0,0,32.95587197003968
501.0,7,36.371428571428574,35.9,33.9,43.842646524206465,51.50688605918899,17.340729713733204,0,0,0,0,33.258715000547355
502.0,7,36.31428571428571,36.4,32.5,43.8426288872889,51.51520528738507,17.335721719641406,0,0,0,0,33.431036857462466
503.0,7,36.557142857142864,36.5,33.1,43.842606564145754,51.523503028720754,17.33070979511889,0,0,0,0,34.20584954469048
504.0,8,33.4,35.75,13.6,39.26653261446386,43.24156308825036,7.234183989761892,1,1,1,1,37.48584554145673
505.0,7,36.385714285714286,35.8,33.3,43.84255722033259,51.54016567337375,17.320679434991682,0,0,0,0,31.1606680592429
506.0,7,35.9,35.6,32.5,43.84253985497777,51.54846829176775,17.31568377374984,0,0,0,0,30.763941741548084
507.0,7,36.41428571428571,36.0,31.7,43.84251644210066,51.55676610363038,17.310673435277053,0,0,0,0,31.11564511388116
508.0,7,36.51428571428571,36.7,33.0,43.84248675925679,51.56512491495929,17.305655347992047,0,0,0,0,27.992028810520708
509.0,7,36.31428571428571,35.6,33.1,43.84246478628673,51.573469990247446,17.300653255575888,0,0,0,0,35.212913880431145
510.0,8,33.375,34.9,13.4,39.270568191026065,43.284921908452816,7.267489873422579,1,1,1,1,28.575882933371016
511.0,8,33.5125,34.35,19.2,39.2712440405183,43.292143214901486,7.273040691641275,1,0,1,1,34.7450441925624
512.0,8,33.537499999999994,34.8,17.3,39.271913222049335,43.299376678758755,7.278589822257926,1,0,1,1,33.927110752647074
513.0,8,33.625,34.45,18.8,39.2725843392442,43.306608649362374,7.284146330656617,1,0,1,1,34.083851480653735
514.0,8,34.2875,34.9,23.6,39.273253640154664,43.31383371097026,7.289698928485619,0,0,1,1,50.81491221485618
515.0,8,33.925,35.099999999999994,18.3,39.273923815392855,43.321062026008164,7.295254062681373,1,0,1,1,35.10090022623382
516.0,7,35.42857142857142,36.0,30.6,43.842272601187084,51.631696645053694,17.265580331982047,0,0,0,0,34.315679438679695
517.0,8,33.5375,35.05,19.0,39.27525585213381,43.33552413357806,7.306363344877124,1,0,1,1,31.795805710512663
518.0,8,34.375,34.75,22.8,39.27592027276134,43.34275602029289,7.311921306544655,0,0,1,1,49.78603308727309
519.0,8,34.8375,35.0,23.9,39.276588640540524,43.3444615232043,7.317468608218226,0,0,1,1,40.818151670227095
520.0,8,34.5,34.8,24.6,39.27725802533561,43.344006563689746,7.323023141507813,0,0,1,1,38.81470145493345
521.0,8,33.724999999999994,34.45,21.5,39.27792613829254,43.34354390438712,7.32857962072544,0,0,1,1,49.72944131655511
522.0,8,33.825,34.95,19.9,39.278590349974074,43.34307851799982,7.334138191331152,1,0,1,1,59.97271050843449
523.0,8,33.6875,35.15,19.1,39.27925817881099,43.34261949305896,7.339694675533579,1,0,1,1,68.12930670128887
524.0,7,35.44285714285714,35.4,29.3,43.842017516901116,51.61032110711795,17.225495427631966,0,0,0,0,33.414525004638044
525.0,8,32.675,34.0,17.4,39.28058561341268,43.34169490203357,7.35081677226229,1,0,1,1,59.19533614018746
526.0,7,35.02857142857143,35.0,29.0,43.84194452452681,51.59617444942048,17.215467565790764,0,0,0,0,35.95397981412946
527.0,8,33.025000000000006,34.8,18.1,39.28190946194489,43.34076150795551,7.36192049199609,1,0,1,1,72.08072034616848
528.0,7,34.94285714285714,34.8,28.4,43.84187003842351,51.58203870699529,17.205444027240524,0,0,0,0,35.17160202413986
529.0,7,34.31428571428571,34.2,26.8,43.841832060334504,51.574961627432856,17.200430651579982,0,0,0,0,38.91996537740393
530.0,8,32.1375,33.55,16.1,39.28389427010467,43.33936652906013,7.378589349793624,1,0,1,1,102.55061169273476
531.0,8,32.9,33.95,20.2,39.28455135533814,43.3388977143061,7.384147501629425,0,0,1,1,51.954435920882
532.0,8,34.1875,35.1,21.7,39.28521518369557,43.33844628779424,7.389708695575304,0,0,1,1,65.66636408971753
533.0,8,34.675,36.05,19.9,39.28587055770212,43.337962713711875,7.39526582599355,1,0,1,1,42.16001180362893
534.0,8,34.5,35.5,20.5,39.28653164823433,43.33750385628669,7.400829338999705,0,0,1,1,40.30401135316788
535.0,8,34.6375,35.2,20.9,39.28718983641758,43.337038931264914,7.40637543320167,0,0,1,1,63.48336515303368
536.0,7,36.114285714285714,36.4,31.9,43.84154427766263,51.52548002970379,17.165336310746408,0,0,0,0,32.85327434650208
537.0,7,36.442857142857136,37.6,31.8,43.841504632215035,51.51843638834271,17.160330831111764,0,0,0,0,32.09355334814361
538.0,7,36.614285714285714,38.1,29.8,43.84145880657004,51.51134998675675,17.155311137154577,0,0,0,0,33.556807208662136
539.0,7,36.12857142857143,38.2,27.1,43.841414579262484,51.50430332802511,17.15029797970456,0,0,0,0,29.057875977877888
540.0,7,35.91428571428572,37.3,27.7,43.841367216184274,51.497225828232494,17.145282421618095,0,0,0,0,32.74705575271762
541.0,8,33.0875,35.4,14.8,39.29112738779151,43.334286440552596,7.439745625275459,1,1,1,1,45.82687919370561
542.0,8,33.5875,35.25,19.3,39.291783127599224,43.33383156870604,7.44530770103414,1,0,1,1,46.48756370308216
543.0,8,34.15,35.3,22.0,39.29244441712976,43.333386277616746,7.450871623332785,0,0,1,1,62.2636421816467
544.0,8,34.175,34.349999999999994,22.8,39.293088011721096,43.33291087592836,7.456425999515794,0,0,1,1,44.48606925695034
545.0,8,34.375,34.3,23.8,39.29374569187152,43.33246900333014,7.461993276940685,0,0,1,1,51.84345682879241
546.0,8,33.574999999999996,33.75,19.9,39.29439770630496,43.33200090918546,7.467559196773872,1,0,1,1,49.92513195844397
547.0,8,34.1375,33.5,22.2,39.29505142357972,43.331538679567366,7.473116968932404,0,0,1,1,44.122934821419946
548.0,8,34.1875,33.7,21.3,39.29569856974821,43.33108229975368,7.478676030693436,0,0,1,1,55.81354456683052
549.0,7,36.08571428571428,34.6,29.5,43.840941461462585,51.43371138858188,17.10017550407123,0,0,0,0,42.19806460239264
550.0,7,34.65714285714286,34.7,25.8,43.84088262575919,51.42661521808034,17.095145230291312,0,0,0,0,46.92836521362405
551.0,7,34.5,34.0,27.5,43.84083182569842,51.41955281371287,17.090136350703023,0,0,0,0,33.29922455227035
552.0,7,34.699999999999996,33.2,29.1,43.84077439639855,51.41247633028898,17.085116295930376,0,0,0,0,36.3810277902036
553.0,7,35.871428571428574,36.1,30.5,43.840721404416946,51.40541424993441,17.080099275976043,0,0,0,0,30.25845980390139
554.0,8,33.05,35.0,12.8,39.299590227854026,43.32833117989989,7.512052876023668,1,1,1,1,131.31062443375873
555.0,7,35.699999999999996,36.2,30.4,43.84060951031736,51.391269267451776,17.070070733785364,0,0,0,0,36.4748095098403
556.0,7,35.58571428571428,36.3,30.2,43.8405570660196,51.38422501329436,17.06506438588079,0,0,0,0,34.605206659931774
557.0,8,33.33749999999999,35.599999999999994,16.6,39.30153586533788,43.32698168607267,7.528759223375217,1,0,1,1,51.30205168123915
558.0,7,36.32857142857143,37.6,31.2,43.84044577726198,51.37013476915361,17.05502414290236,0,0,0,0,25.371723761500466
559.0,7,35.87142857142857,37.1,30.9,43.84038505271322,51.36305463261888,17.050008244916757,0,0,0,0,23.175478151876405
560.0,7,36.01428571428571,36.8,30.9,43.8403365306419,51.35605230691604,17.045005048218083,0,0,0,0,27.61229786865881
561.0,7,35.68571428571428,36.4,31.6,43.84028007955209,51.3489896453104,17.0399965705184,0,0,0,0,30.230151718861137
562.0,7,37.142857142857146,37.5,33.9,43.84021887194209,51.3419186623245,17.034977141418523,0,0,0,0,32.99938603502605
563.0,7,36.971428571428575,37.9,32.6,43.84015694555732,51.3348744787212,17.02995660914728,0,0,0,0,32.183167470564186
564.0,8,33.45,36.05,13.0,39.30604112066392,43.32379156170538,7.567721244027228,1,1,1,1,84.47831352116079
565.0,7,36.128571428571426,36.7,31.5,43.84002760798507,51.3207285377936,17.019916215377748,0,0,0,0,32.010033190227134
566.0,7,35.31428571428572,36.6,28.9,43.839967802293856,51.31369629944841,17.014895816966842,0,0,0,0,37.04139326025691
567.0,7,36.25714285714286,37.4,30.1,43.83990468497924,51.30663231282388,17.009885580104296,0,0,0,0,37.31783939989355
568.0,8,34.05,36.05,16.6,39.30861143279849,43.322005648993,7.589990122562133,1,0,1,1,47.81723289626211
569.0,8,34.65,35.900000000000006,22.3,39.30925124496734,43.321536897070665,7.595564277596949,0,0,1,1,41.84338324373099
570.0,8,33.225,34.8,19.8,39.309897251582,43.32111079381404,7.601137413787393,1,0,1,1,59.29248293687965
571.0,7,35.21428571428571,35.8,30.1,43.83965144694587,51.27841869445193,16.989823131217815,0,0,0,0,41.35634810037987
572.0,8,32.462500000000006,34.55,20.4,39.31117819473506,43.32021605871791,7.612286215123948,0,0,1,1,76.41555550308078
573.0,8,33.6875,34.65,22.1,39.3118073818228,43.31975040827227,7.61783562059817,0,0,1,1,62.30404249293463
574.0,8,33.8625,34.9,23.6,39.31244960608701,43.31932672656103,7.623416626791899,0,0,1,1,54.25543590938952
575.0,8,34.175,35.400000000000006,22.2,39.313075772616585,43.31885141767205,7.628968340003923,0,0,1,1,58.363440031624016
576.0,8,34.0,36.45,21.5,39.31372220949572,43.31841845391242,7.634556609720701,0,0,1,1,57.08435752418401
577.0,7,36.74285714285714,37.9,28.8,43.8392418079106,51.23610014409941,16.95972266596167,0,0,0,0,34.5546308557067
578.0,8,34.4875,36.65,19.0,39.31499091754954,43.317517030228444,7.645692521082109,1,0,1,1,60.09943518499888
579.0,8,34.775,36.9,18.7,39.315623298312175,43.31705444023017,7.651258725553027,1,0,1,1,43.75700772162795
580.0,8,34.9375,36.85,19.3,39.316256069432754,43.3166048162524,7.656824598570292,1,0,1,1,43.65485115934271
581.0,8,34.05,35.95,19.4,39.31689213796021,43.31616468998158,7.662409502353471,1,0,1,1,40.999837771114656
582.0,8,35.349999999999994,37.15,21.1,39.31753563035944,43.31574005087887,7.667995314053468,0,0,1,1,48.57345397999232
583.0,8,35.212500000000006,37.3,19.0,39.31816625915225,43.3152995168306,7.673568629607631,1,0,1,1,65.07914365247984
584.0,8,35.5125,37.150000000000006,21.9,39.31879029964101,43.314839462835266,7.679126998866208,0,0,1,1,59.63580680796831
585.0,7,36.61428571428571,37.0,31.1,43.83866714316833,51.17972898104341,16.919581199638007,0,0,0,0,34.69918408033801
586.0,8,34.1125,36.7,19.3,39.32004734185196,43.31393121810366,7.690267978000384,1,0,1,1,69.63314111282156
587.0,8,35.3625,36.7,23.9,39.32068471271121,43.31351416069792,7.695852237421455,0,0,1,1,63.240758601727954
588.0,8,35.3375,37.3,22.5,39.32131690203539,43.31306962106834,7.70142798259244,0,0,1,1,55.33964734987379
589.0,8,35.537499999999994,37.5,22.8,39.32193977263958,43.31259934458555,7.706995007166588,0,0,1,1,73.20552570334786
590.0,7,37.07142857142857,37.3,31.4,43.83828461067572,51.14449800857398,16.894491252640954,0,0,0,0,40.15718349246488
591.0,8,34.05,35.9,19.0,39.32319243461585,43.3117124885911,7.718141405852813,1,0,1,1,80.83944357754203
592.0,8,34.4875,36.4,18.7,39.323818956518444,43.311256727956334,7.723719749218634,1,0,1,1,78.95054421422195
593.0,8,35.0875,35.8,24.1,39.32444320739906,43.3108066064633,7.729298379789508,0,0,1,1,56.341503627766464
594.0,7,37.385714285714286,37.2,31.5,43.837955696355166,51.11624042351592,16.87439969357096,0,0,0,0,36.61149514043011
595.0,8,35.075,36.900000000000006,18.6,39.325690008120866,43.309898287306765,7.740440722704908,1,0,1,1,67.42000168038999
596.0,8,35.4875,37.849999999999994,18.1,39.32632356573406,43.309472692945725,7.746025643943733,1,0,1,1,45.5933262442017
597.0,8,35.4125,37.55,18.5,39.32695183874466,43.30905795909614,7.751606156287793,1,0,1,1,79.3543032051581
598.0,8,35.537499999999994,37.3,20.2,39.32757270718261,43.30860082731821,7.75718064104199,0,0,1,1,42.63811988017777
599.0,8,35.5875,37.45,24.0,39.328185887800146,43.3081249150715,7.762751256016584,0,0,1,1,43.5858841518633
600.0,8,35.4875,37.3,23.1,39.328820473570204,43.30773165989323,7.768347217594898,0,0,1,1,44.409530279020046
601.0,8,35.3375,36.599999999999994,23.3,39.32943975870625,43.30728907253638,7.773918867925748,0,0,1,1,43.11692631544077
602.0,8,35.45,36.1,23.8,39.330076783319015,43.3068909662083,7.779513773555532,0,0,1,1,58.16295812341149
603.0,8,35.9125,36.15,25.1,39.330691161194196,43.30642645600477,7.785088364678225,0,0,1,1,48.31927461696493
604.0,8,36.275,36.55,25.3,39.33130968844674,43.305991069068824,7.79066082797699,0,0,1,1,44.23997123160274
605.0,8,36.099999999999994,37.0,24.9,39.33193463124101,43.30557264385803,7.796239769551257,0,0,1,1,64.09386432001025
606.0,8,34.3625,35.55,19.1,39.33255695551158,43.30513187849835,7.801820681254427,1,0,1,1,50.4614071120028
607.0,8,35.275000000000006,36.95,20.7,39.33317131714647,43.304677205103204,7.807395864690381,0,0,1,1,29.505177127023288
608.0,8,35.5,37.3,20.8,39.33379078290679,43.304252227069284,7.812979808916885,0,0,1,1,49.420666986458656
609.0,8,35.8,36.75,20.9,39.3344044744421,43.30380215521156,7.818555968807482,0,0,1,1,37.53754292132079
610.0,8,35.825,37.5,22.6,39.33501220903823,43.30333331001438,7.8241214916440285,0,0,1,1,39.54098130143744
611.0,8,34.775000000000006,36.2,20.3,39.33564511287052,43.3029452496989,7.829728060849086,0,0,1,1,31.007532021413983
612.0,7,36.68571428571429,36.0,32.7,43.836392501768174,50.989536726138574,16.784029133135945,0,0,0,0,37.614261138347
613.0,7,36.6,36.5,32.9,43.83630108785548,50.98248788665377,16.779008444637636,0,0,0,0,41.9300421595996
614.0,7,37.228571428571435,37.1,33.3,43.836196230594304,50.975398701142375,16.773971633760898,0,0,0,0,33.5815118361359
615.0,7,36.800000000000004,36.6,32.4,43.83611477030711,50.96840487843243,16.768976015470543,0,0,0,0,38.06259959063716
616.0,8,33.787499999999994,35.95,17.1,39.33871082819654,43.3007142224628,7.857619462153668,1,0,1,1,36.0255380000456
617.0,8,34.5625,35.849999999999994,22.6,39.33932644321311,43.30028595746318,7.863202199527047,0,0,1,1,30.377230769051103
618.0,8,34.412499999999994,35.7,18.9,39.339938667701965,43.29985802007201,7.868792492888024,1,0,1,1,38.17656612635607
619.0,7,36.88571428571429,37.0,33.3,43.83571730303057,50.94021131778823,16.748861422703364,0,0,0,0,28.96212067133445
620.0,8,34.074999999999996,35.25,18.6,39.34116216463897,43.29898944818712,7.879956266797405,1,0,1,1,34.41843616555588
621.0,8,33.3375,34.849999999999994,18.4,39.34178200700329,43.298582723032574,7.8855542882612975,1,0,1,1,24.717339473615628
622.0,8,33.65,35.7,18.2,39.34238675715034,43.29813859118538,7.891136662713558,1,0,1,1,45.9070060739922
623.0,7,36.128571428571426,36.4,31.0,43.83532529952057,50.91210453373164,16.72876652576515,0,0,0,0,22.062646740662192
624.0,7,36.41428571428572,36.3,31.8,43.835214013105706,50.90503888268881,16.723724445952808,0,0,0,0,22.63203611173504
625.0,7,36.300000000000004,36.1,31.0,43.835115033413274,50.89798287726362,16.71870561053233,0,0,0,0,21.718404877261936
626.0,8,33.400000000000006,35.349999999999994,15.9,39.34482702677277,43.29641173893317,7.913482442198562,1,0,1,1,24.89898217489629
627.0,7,36.957142857142856,36.1,33.7,43.83491640343197,50.883971153143285,16.708667790791687,0,0,0,0,22.236517352527866
628.0,8,34.95,36.2,18.3,39.346036474296426,43.29554080519256,7.924647957961131,1,0,1,1,88.88745141984828
629.0,8,35.712500000000006,36.9,21.3,39.34664941699157,43.2951213459539,7.930243940699786,0,0,1,1,68.60481477836991
630.0,7,37.67142857142857,37.4,32.9,43.834595428171305,50.86282285758293,16.69358725684205,0,0,0,0,23.96944515279806
631.0,8,34.162499999999994,35.849999999999994,18.0,39.34786418389079,43.294274579459795,7.941423264733435,1,0,1,1,75.54673616851419
632.0,8,34.7375,36.099999999999994,19.9,39.34846787641894,43.29386160372133,7.947012372629233,1,0,1,1,41.14962907538238
633.0,8,35.125,36.45,19.5,39.34906687848215,43.29340788768582,7.95259462635648,1,0,1,1,63.1807066011485
634.0,8,34.912499999999994,36.15,19.6,39.34967800291467,43.29300086842675,7.958199104345638,1,0,1,1,49.40731616071669
635.0,7,36.728571428571435,37.3,32.8,43.834074659994585,50.82775209194768,16.668475729972148,0,0,0,0,26.566149725090085
636.0,7,36.728571428571435,37.7,31.8,43.833956343009675,50.82069222510807,16.663438493890634,0,0,0,0,31.25794981898021
637.0,7,36.957142857142856,38.2,32.9,43.83384979642782,50.8136696397709,16.658422826877473,0,0,0,0,29.886655516186483
638.0,7,37.285714285714285,37.8,32.7,43.83374418689751,50.806647278761,16.653404750929226,0,0,0,0,31.151435141323507
639.0,8,34.5875,36.55,16.4,39.352697473206405,43.29085337167514,7.986124343620541,1,0,1,1,100.3681735109644
640.0,7,36.785714285714285,37.8,32.9,43.83351858456753,50.79256248707626,16.643347501326172,0,0,0,0,25.66325829034713
641.0,8,34.3375,35.95,17.0,39.3538942166726,43.28998784990666,7.997312246147228,1,0,1,1,81.61172175440629
642.0,8,34.7,35.9,20.5,39.35449199643953,43.289576387325596,8.002894652616448,0,0,1,1,43.4350092074545
643.0,8,34.9875,36.45,19.8,39.35509974157991,43.28916998813521,8.008494694310436,1,0,1,1,54.00736562218125
644.0,8,34.675,35.849999999999994,21.4,39.35569674225651,43.288747688498205,8.01408608117505,0,0,1,1,61.05385917537392
645.0,8,35.0375,36.1,24.7,39.35629896547768,43.28832764463775,8.019685996986444,0,0,1,1,60.04084540444093
646.0,8,34.8625,36.2,21.6,39.35689501530129,43.28789729605532,8.0252702520654,0,0,1,1,46.96838721343639
647.0,8,35.712500000000006,36.3,25.2,39.357496284272585,43.28748008283085,8.030869976330383,0,0,1,1,66.97191532673514
648.0,8,35.362500000000004,36.150000000000006,23.2,39.35809773866177,43.28707233435462,8.036473161673166,0,0,1,1,57.82449093255866
649.0,8,35.125,36.0,24.7,39.35869573958252,43.28664969668955,8.042068135398495,0,0,1,1,57.78511572067587
650.0,8,34.2,36.0,22.2,39.35929256353245,43.28622902169312,8.047667205228517,0,0,1,1,50.29383748303732
651.0,8,33.662499999999994,35.55,18.2,39.35988396633845,43.28579806280751,8.053252361752039,1,0,1,1,46.23175377781725
652.0,8,34.412499999999994,35.9,21.2,39.36048420536468,43.28539215936165,8.058845128889198,0,0,1,1,52.406995682419385
653.0,8,34.825,35.6,22.8,39.36106374931689,43.28495040906766,8.064425400730764,0,0,1,1,58.25174492993152
654.0,8,34.4875,35.65,20.2,39.36166911971927,43.28453544215353,8.070036576941101,0,0,1,1,43.41172624513575
655.0,8,34.9875,35.25,22.8,39.36225934412397,43.28411254387928,8.075631558986862,0,0,1,1,49.86241398444638
656.0,8,34.0625,34.8,20.8,39.36284691228315,43.2836699249425,8.081216207607728,0,0,1,1,35.14768140115404
657.0,7,36.314285714285724,36.5,30.2,43.83153858965236,50.6731964851509,16.55791163122692,0,0,0,0,46.88048883087388
658.0,8,35.0,36.25,16.7,39.364045706015546,43.28288396347547,8.092426180530532,1,0,1,1,59.93966382304344
659.0,7,36.82857142857143,36.6,31.9,43.83129166531358,50.65916428012176,16.547864420035534,0,0,0,0,40.0642581552317
660.0,7,37.31428571428571,36.0,33.9,43.83116384710443,50.65212080939384,16.542828613545737,0,0,0,0,31.249438551357308
661.0,8,34.55,36.150000000000006,16.0,39.365814664253946,43.281615785813045,8.109225246787492,1,0,1,1,42.01810274097407
662.0,7,37.357142857142854,36.5,34.2,43.83091457555936,50.63809310102558,16.532779868098448,0,0,0,0,30.369074006074424
663.0,7,37.57142857142857,37.1,33.3,43.830790596684785,50.63109254909396,16.52775045747867,0,0,0,0,31.99332478914213
664.0,7,36.98571428571429,36.6,33.0,43.83065330503881,50.624035628404265,16.522709010322767,0,0,0,0,30.718271904547574
665.0,8,34.4875,36.0,16.1,39.36816294470645,43.27993771987249,8.131605614295173,1,0,1,1,41.06691583212706
666.0,8,34.85,36.35,18.7,39.36875200648006,43.2795235582089,8.13720847762269,1,0,1,1,80.05823896393662
667.0,8,35.6875,37.05,20.6,39.36933706902389,43.279110808170586,8.14279434343056,0,0,1,1,61.85184788841738
668.0,8,35.95,37.35,19.6,39.369918649792936,43.278696238174646,8.148395223636868,1,0,1,1,42.67992465903093
669.0,8,35.5125,36.95,19.8,39.37050760590934,43.2782857546693,8.153993989570006,1,0,1,1,38.765745940151966
670.0,8,34.787499999999994,36.55,17.3,39.37109180358747,43.27786700135375,8.159588293072204,1,0,1,1,36.72132301895199
671.0,8,34.625,35.6,21.9,39.37166953504079,43.277430955051955,8.16518399959603,0,0,1,1,40.46610279802786
672.0,8,34.2625,36.2,20.9,39.37224676706213,43.27700121332212,8.170770680536158,0,0,1,1,52.43336329235153
673.0,8,34.037499999999994,36.0,18.6,39.37284050907408,43.27661538767573,8.176388836098129,1,0,1,1,30.195965513035485
674.0,7,36.785714285714285,36.7,29.5,43.829344531529124,50.553881459861806,16.472441426105664,0,0,0,0,38.92208288571768
675.0,8,34.2875,35.75,17.3,39.37401197008178,43.27580935632136,8.187589192382537,1,0,1,1,34.447982439743484
676.0,8,34.625,35.45,20.2,39.37458600323794,43.275369992366514,8.193184193385083,0,0,1,1,35.984890935899095
677.0,8,34.7625,34.95,21.1,39.375175740698914,43.2749787599673,8.198788137062012,0,0,1,1,41.90192810161566
678.0,8,35.3375,36.05,22.5,39.375763577874224,43.27459457922287,8.204399499467991,0,0,1,1,49.52914374571012
679.0,8,35.4375,35.35,24.6,39.37633776766942,43.27416035114904,8.20999538774344,0,0,1,1,47.40243146067923
680.0,8,35.075,34.150000000000006,23.8,39.37692824436524,43.27378172468067,8.215615879512912,0,0,1,1,41.84973581324778
681.0,8,35.75,35.15,25.0,39.37750003770961,43.27334403788614,8.221211055975438,0,0,1,1,37.40484359702717
682.0,8,35.4125,35.4,22.7,39.3780758165819,43.27292765266002,8.226814763988108,0,0,1,1,34.430571023412206
683.0,8,35.0625,35.95,23.5,39.37865670439655,43.27253491577215,8.232411556504115,0,0,1,1,42.27459471578881
684.0,8,35.1625,34.9,24.0,39.37923008919706,43.27210449191868,8.23801138033497,0,0,1,1,45.0351129934038
685.0,8,34.65,33.95,24.0,39.37980337823387,43.27168753650567,8.243614441543196,0,0,1,1,42.60511799440639
686.0,8,34.525000000000006,35.0,22.5,39.38038522001279,43.27129860858876,8.249231430336074,0,0,1,1,42.477344373960655
687.0,8,34.1625,34.55,20.9,39.38095306675541,43.270862995541954,8.254820179130375,0,0,1,1,36.804215963283696
688.0,8,34.3875,35.9,21.0,39.38152797690701,43.27046005993001,8.26042757268041,0,0,1,1,41.23945388920468
689.0,8,35.3625,36.099999999999994,24.3,39.38210479829053,43.270068595286716,8.266040075340612,0,0,1,1,37.38845658602507
690.0,8,34.912499999999994,35.1,22.1,39.38268567165893,43.26967247800469,8.27164775681339,0,0,1,1,39.10427952562296
691.0,8,34.599999999999994,34.7,23.0,39.38327020214014,43.26929401350158,8.277266763889804,0,0,1,1,52.2118406880341
692.0,8,35.099999999999994,35.7,21.2,39.383838783202535,43.268892197037346,8.282869046082961,0,0,1,1,40.86697369454623
693.0,7,36.24285714285715,35.4,31.4,43.82668510854705,50.42074036520544,16.37689231566577,0,0,0,0,41.93830508965836
694.0,8,34.3625,35.8,17.3,39.384976546760676,43.2680524209885,8.294071436487046,1,0,1,1,42.14388820841159
695.0,8,34.0875,36.35,17.6,39.38554923078695,43.26765565379884,8.299669364670711,1,0,1,1,54.16416231128347
696.0,7,36.471428571428575,35.6,32.9,43.8262477269253,50.39973250148911,16.361810833838238,0,0,0,0,41.25212622674496
697.0,7,36.800000000000004,35.6,34.1,43.82608648490544,50.3926806147741,16.35676522501212,0,0,0,0,40.42109324809592
698.0,7,36.67142857142857,35.2,33.5,43.82593578238417,50.38567128820044,16.351731933626475,0,0,0,0,38.046628042873365
699.0,7,36.98571428571429,35.7,33.7,43.825775198754215,50.37862404491018,16.34668314441178,0,0,0,0,29.90919224589314
700.0,8,33.725,34.35,14.8,39.38838756201936,43.26559834899781,8.327716702604711,1,1,1,1,73.06923344668705
701.0,7,36.31428571428571,35.0,32.2,43.82548371798726,50.36467553760573,16.336636065602892,0,0,0,0,39.107048755769554
702.0,7,37.51428571428572,36.8,33.1,43.82532485986774,50.35765068741623,16.331595331529556,0,0,0,0,29.10293606700452
703.0,7,37.357142857142854,36.9,33.7,43.82516444361949,50.35063796667544,16.326554843861373,0,0,0,0,37.4706164381821
704.0,8,35.9125,36.55,19.6,39.390652510950815,43.263992655194144,8.350149972168538,1,0,1,1,28.132116503727307
705.0,8,35.5375,36.25,17.5,39.3912234648775,43.26359111190556,8.35576206839234,1,0,1,1,43.60834186500228
706.0,7,37.48571428571429,35.7,33.5,43.82470097961344,50.32960669729045,16.311462020874803,0,0,0,0,35.57592806885037
707.0,7,38.0,37.1,34.7,43.82453985910285,50.32258919757331,16.306427173929553,0,0,0,0,31.56460639529969
708.0,7,37.285714285714285,36.4,34.0,43.82438678375638,50.31559420975968,16.301392963887245,0,0,0,0,29.12015560921284
709.0,7,37.38571428571429,36.5,34.4,43.824223501434986,50.30859092681511,16.29635110615397,0,0,0,0,29.371291980593163
710.0,7,37.82857142857143,37.1,34.5,43.82406557897982,50.30159874694284,16.291320147832543,0,0,0,0,25.913265677639156
711.0,8,34.925,36.0,16.4,39.39459297165128,43.26116807013827,8.389429416266642,1,0,1,1,51.76195340890027
712.0,8,35.9875,36.3,22.6,39.39515078904484,43.26074784964928,8.395029275778537,0,0,1,1,50.184345280842216
713.0,8,35.6875,36.2,20.8,39.395723016595554,43.26038118484405,8.40065734502794,0,0,1,1,44.1134427195412
